id,identifier,motion_text,motion_classification,start_date,result,organization_id,bill_id,bill_action_id,jurisdiction,session_identifier
ocd-vote/710fe001-1fa7-4455-ad2d-f82638878d61,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/13e93ee8-6d37-43ed-8b52-f6fac7a701bf,,Illinois,103rd
ocd-vote/f4874b2d-6d97-45d6-9bd3-ed0c8d634d37,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/ec881b82-e375-43b7-be3b-3d093af26e62,,Illinois,103rd
ocd-vote/d8e01f69-f4f4-4143-8e48-81dd7858f2ba,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/bb003c3b-f2af-4940-9e7d-9fcb2b96d527,,Illinois,103rd
ocd-vote/1595bcc6-e17e-4d21-bc70-92e7386e5fe3,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9296c306-6905-41bc-aad8-576119b9f9fb,,Illinois,103rd
ocd-vote/84b5bef0-e8c1-43c9-b9d2-0f643a73581f,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/bb45476b-8330-4fcc-999d-47575e56ec4c,,Illinois,103rd
ocd-vote/a4bd3fe9-60ff-48c3-b324-278efa0d4a7e,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c6019ef2-aa74-4694-b39a-f320f2e645e7,,Illinois,103rd
ocd-vote/5e6d1a1f-fb03-4cf4-8bcc-06dfeb14d029,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/dd015d07-4601-47cd-b167-fca1843bdcda,,Illinois,103rd
ocd-vote/b93855bc-28eb-4b3d-b408-46c05c68b7fa,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f1238c94-220f-49b0-938b-19ee106927f2,,Illinois,103rd
ocd-vote/4173bc96-92db-4e21-b506-0224c976b270,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/95018a3e-6983-4dd4-bc8e-ca7b3ba05077,,Illinois,103rd
ocd-vote/a7aa34aa-eecf-41f3-9bfa-3a6c9980785c,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/cfc3e941-8b40-4874-946c-4aeb8cba5363,,Illinois,103rd
ocd-vote/2650c4ee-6705-4361-aa7e-71025c26124d,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/db4f8cc7-0be3-41d8-8d46-4be73d62439f,,Illinois,103rd
ocd-vote/fb3c2d3a-47af-4bbc-b006-e2af3f931845,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/308311e7-fa7a-42aa-982d-0b5ebe6eeb09,,Illinois,103rd
ocd-vote/df809e8c-8d4c-4c76-b6e2-2a3802e93fd2,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/bd3c17a1-9a72-4679-a63f-f444fb64ff30,,Illinois,103rd
ocd-vote/0d370b2a-c8f2-4765-a51a-8b1c8242bd8d,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/1f49281f-2532-4248-8e86-34e55e93ee98,,Illinois,103rd
ocd-vote/0ef951b8-0c30-4a82-bfdb-3be73509d6bc,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/517fe9bf-2ae0-46f6-8ab0-d3f8fc675658,,Illinois,103rd
ocd-vote/10899203-3446-4af9-94cf-34de1ba87021,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/15ef745d-2f53-4f02-8f77-a21571221f18,,Illinois,103rd
ocd-vote/0f9f4b8b-03ed-4b98-b032-344bdd871d06,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b6d17219-a9e6-484c-aea2-bb91f9b66f34,,Illinois,103rd
ocd-vote/59ba975d-470b-4487-9493-9c3ff79c93be,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/51637ece-5039-4bad-9cc0-e6949b94e0c1,,Illinois,103rd
ocd-vote/ab6e8b15-1404-40a3-9add-86f597ee57b7,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c87cfb3c-14f9-430b-9a5a-4f263f62c635,,Illinois,103rd
ocd-vote/943ab3a2-14f8-449c-b14a-aa6fa06ac663,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e83be3a3-db62-42a2-b5e6-647f5698a302,,Illinois,103rd
ocd-vote/05c1f8e6-a1d5-4b85-8cfb-23058d8ad481,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/dbca9e59-99cf-4c37-83c9-c220169feb22,,Illinois,103rd
ocd-vote/df618ce8-78d6-4419-aca0-807af7fb9b61,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f9992ca1-cd78-4d51-a5e2-1b5751259306,,Illinois,103rd
ocd-vote/4a10841c-494a-41a7-9fd6-c96dcfbd05c8,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5d058565-7718-4867-8814-ee9436c5ba54,,Illinois,103rd
ocd-vote/02d1d2ec-793a-42c8-a842-eb5b4834e0a6,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/be47ad7c-30d4-456c-8afe-21715105d5b5,,Illinois,103rd
ocd-vote/8bcc9121-f263-4fcf-a3b9-8445874ebb26,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/68cbcbe9-4ea3-413f-895a-26306e284b0c,,Illinois,103rd
ocd-vote/736c1384-656e-42a4-8f27-c9a0e4fd5e71,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5766e3f4-c7b2-4b7a-835d-8c4ecf82c4fa,,Illinois,103rd
ocd-vote/0ae29798-2c5a-4f0a-9b00-918b857e030d,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/eefd8618-379d-45ec-a1cd-f784f60131c8,,Illinois,103rd
ocd-vote/52b9cffc-5c26-48ba-98a0-f77fcc522053,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/14f4bac2-eed8-474d-897a-32fa1b554f89,,Illinois,103rd
ocd-vote/03796da9-bde1-46a0-9fa4-3b9743c9f538,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0ece9c08-7a2a-4113-8735-8af774d30f6c,,Illinois,103rd
ocd-vote/552a3d1c-1116-4d82-9775-8f309b9c2194,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/da82415b-be88-4931-8138-5c9f1195c3b5,,Illinois,103rd
ocd-vote/31983ca1-137c-46cd-9bac-656985adbe0b,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/21e4dd68-2169-4ad8-97e9-0ef3a2f88cbf,,Illinois,103rd
ocd-vote/1a5ed805-aadd-4113-9d91-6331304026dc,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c175201c-262c-4c13-adf3-694d21b4f0b6,,Illinois,103rd
ocd-vote/f7d3e00b-c7de-4393-b4de-2ea92d0a7ca2,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a00231be-47c1-4f3f-a254-f4f247f5926c,,Illinois,103rd
ocd-vote/bf8b86db-37ec-45c1-9321-ddd8c418e4ff,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/83f3d643-680d-487b-90ff-387710cf1e7e,,Illinois,103rd
ocd-vote/f1a6e94c-5b42-4956-8e42-6618f8e3a32f,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a5061dcb-0556-4b54-bb5c-2b9e0a4933ca,,Illinois,103rd
ocd-vote/813e8194-dd90-441a-a33e-7333dccb52a6,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c45edd3c-c66b-4714-ac86-91b510e31034,,Illinois,103rd
ocd-vote/a8131315-54cf-449b-9e44-a6864e142306,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/7415bcae-02dc-43a1-af12-1e640652d946,,Illinois,103rd
ocd-vote/cfa88821-153e-4b73-ab5f-d5c8d7b708b5,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/def43eac-79b5-48dc-95b6-9acd13476a2a,,Illinois,103rd
ocd-vote/2090da0a-9462-47c4-8e97-cae06cca6235,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e79aea53-8ffe-4194-a4dc-4b7c3b84bf64,,Illinois,103rd
ocd-vote/6f88e388-5293-4ed3-82e7-3a0a546b07eb,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/320d3518-2171-4b32-aa60-6293529dcde5,,Illinois,103rd
ocd-vote/e37c33e9-0331-42db-a10d-25261c968009,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f9f67dc5-a91d-485d-9d64-4cf52d233ff8,,Illinois,103rd
ocd-vote/59872514-380f-493f-8746-6d2f2c0bd29f,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0ed6cb32-f90f-4a5c-9ad9-62dea802d8fe,,Illinois,103rd
ocd-vote/d8dadf8e-9c84-47e9-85a0-1a2270bc5a41,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/fb84c8f2-75c3-4230-ab8b-3fa40ccb6ec8,,Illinois,103rd
ocd-vote/8e28874c-3406-4e81-8819-c15728e74e76,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/69f4c565-a154-4cb0-a3bd-f4b98a933611,,Illinois,103rd
ocd-vote/d20a488c-dfd4-4f7a-8114-9a08105b7c47,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d79b1821-019e-4900-8275-203106df62ba,,Illinois,103rd
ocd-vote/4099a8ab-8687-4878-8083-0e36ee447c0b,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/fb7c5e75-1768-4ca1-a737-849757f49219,,Illinois,103rd
ocd-vote/91dd462d-236a-49c9-8146-338d5258c026,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f6877111-3ba9-4f24-918d-fee85e6f7db0,,Illinois,103rd
ocd-vote/7751c575-5ffb-486c-b0e2-ec72568acd65,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d0da36d8-c2ff-4a71-bbde-4622b1237202,,Illinois,103rd
ocd-vote/7d8de031-3859-4cbd-a298-b06fc24bfba6,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/8f011741-197e-4772-b770-c27283737d36,,Illinois,103rd
ocd-vote/b5505b5d-c6cb-4142-b04c-608fd7ff008c,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a37ad743-4473-4471-a96d-8710595be5f2,,Illinois,103rd
ocd-vote/40ce08f8-d352-4858-8dc2-6526d2f37082,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/69d9fdae-e42a-4fc5-8ae6-1819188aaf06,,Illinois,103rd
ocd-vote/b8e656a5-203e-40c3-ad4e-cc537930f8d5,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0c6e4975-9920-41e3-b5f6-0dc1e865cad3,,Illinois,103rd
ocd-vote/6f2ec020-fbb6-49b0-902e-c11e68ab2989,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e8e896d5-fd75-4a11-b6fd-fa1968bf411b,,Illinois,103rd
ocd-vote/57240a5c-2985-4089-a54f-9ef0eca827c8,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3d22f6c6-9f3b-4d27-9c85-0b15a64309ac,,Illinois,103rd
ocd-vote/55cd5288-1b92-43da-b2e1-094e7d95a93c,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9c965782-2751-42cb-bb38-985d0b4ba222,,Illinois,103rd
ocd-vote/6468ce93-6314-4496-ac95-1a262884568e,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/bbdc53e6-6f59-48fb-b99e-ee126ea6da2c,,Illinois,103rd
ocd-vote/0089b8a5-5202-4201-861a-7ab15bfcfe8e,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/57747d80-c6d1-4d8b-828e-ff29d98574b0,,Illinois,103rd
ocd-vote/bacc9576-7aba-4900-a17d-d814055d3b32,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/ba12548d-c9af-4b6f-929e-a6e99588f841,,Illinois,103rd
ocd-vote/b43ff11d-de49-452c-a234-fab8c449ed64,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d3f54835-5ce3-45a4-8c8c-af98b46aed17,,Illinois,103rd
ocd-vote/924ceee2-8f8a-4d7a-9671-bfd189be9f98,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/57464ca3-7057-4eaf-96a0-444800e27705,,Illinois,103rd
ocd-vote/69740f28-a736-43a1-a4f0-d9846c5d28bc,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/8cd1dc71-9142-44d8-b7ef-ecc9dd51560c,,Illinois,103rd
ocd-vote/ba6f26fb-21c3-4bf5-b9cf-23a7cc620524,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/549f7a68-3f17-4bec-bb31-822219b3ddf6,,Illinois,103rd
ocd-vote/c33c927b-48e7-4edb-8269-fb02008910c0,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d1e4fb3-6661-487d-940f-37515d8c565f,,Illinois,103rd
ocd-vote/d1b50c04-4f53-4bef-8958-271be865eaf7,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/46bc9ad9-aae0-4de2-9a9d-845f69011daa,,Illinois,103rd
ocd-vote/9221880d-6199-4c5b-91b5-f0190a000656,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d9212988-580c-4bd9-b205-ce771df3a45d,,Illinois,103rd
ocd-vote/4c4625df-2f00-4b82-81d6-67050531cf26,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/8271a66e-d677-4472-bc57-98d995c37ce1,,Illinois,103rd
ocd-vote/0bbd4e78-b9d4-4530-8395-57535802bf0d,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/4aa61dcf-e662-4a72-ad8b-2e467f0a46c0,,Illinois,103rd
ocd-vote/b16ebe4c-e190-4bfa-9b24-a080409faac3,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e58b5994-068d-49bb-b7ce-d4629e4476da,,Illinois,103rd
ocd-vote/69c99940-e7e7-4ab3-9056-c8d06882cb8e,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/54643715-9a73-49e7-b5d7-95b11c4bdd23,,Illinois,103rd
ocd-vote/f5355147-1eb5-4635-ad4b-0060e0f0331d,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/4d920695-c1cd-4edf-aa11-59736c3895fa,,Illinois,103rd
ocd-vote/84521450-3ff2-4968-ab09-2cb0311ea3a0,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/38ef0a60-a337-46ab-a743-c0934103a646,,Illinois,103rd
ocd-vote/64950a1c-ab32-46cb-a4b6-fc2ca38ecca3,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5e27aa2d-5e74-42a4-89bd-4460d6b8f31f,,Illinois,103rd
ocd-vote/a310f94a-de5f-420f-8c1e-c474bca7c9a8,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b8ad03df-cf44-4b77-a1c2-eab4bd4b8c4c,,Illinois,103rd
ocd-vote/35c0fe72-6b9d-454e-bd5d-c4058c55fb1f,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c9f208c8-2fc5-4b84-9e4f-14d5c2ac1b8b,,Illinois,103rd
ocd-vote/98874e3c-519a-450d-8d67-9336061124e6,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/2299cc85-ff7e-4404-a3e6-1017b4168bc1,,Illinois,103rd
ocd-vote/42929f85-fc21-4657-8c73-554540bb031a,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f8d3513c-0aa8-4770-8fd2-165780126e36,,Illinois,103rd
ocd-vote/b68882e3-aa51-4384-8727-eb85bdc0eb7a,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/3684a75b-77f5-4570-9188-12d6476eae08,,Illinois,103rd
ocd-vote/f6c382de-21f5-4f78-8368-fb31ec9db4e4,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/94745406-739d-466a-aea7-afc33eaa4b14,,Illinois,103rd
ocd-vote/9761ac59-a32a-4fd6-ad9b-5b5bdb62bd45,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/29c20816-6da2-4116-9022-5c4c3eb18772,,Illinois,103rd
ocd-vote/82aa56a2-1c74-4c72-b53d-de1087df19db,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/59d5ee70-7b4c-434b-a949-e8ba6350e998,,Illinois,103rd
ocd-vote/7ed3238b-3bf7-4c55-894a-aa74ec542aab,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/16f80f52-126f-4f8a-a7c2-9d4a9bcf8749,,Illinois,103rd
ocd-vote/96840425-a3b8-4f28-b41d-8e3d583b4765,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/77ea450c-9a2b-4167-8578-e733c9408b4d,,Illinois,103rd
ocd-vote/1bef6f6f-aceb-483c-8473-ddd2271f8764,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/44da7f1e-22ae-4ea8-baa4-0d0f02119514,,Illinois,103rd
ocd-vote/eccfa8c2-6180-4482-84b2-2b928992b507,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/bed5ac33-d01a-4bbc-b063-37b931b05fb1,,Illinois,103rd
ocd-vote/63505b0e-21c3-4781-b2f3-b793b06b7571,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0c5358ef-eb9b-4a38-a73b-53883cc2ed8f,,Illinois,103rd
ocd-vote/4f75b75f-8765-49fd-a198-eadc37a4a5af,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0cd45ec6-67a7-438a-bf48-62acd7cac8b4,,Illinois,103rd
ocd-vote/6f0d83e3-8100-4f88-bed2-be35319ab2af,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/5c5c9c1f-9cf2-471d-a581-c627510a597d,,Illinois,103rd
ocd-vote/0a694574-16d3-4208-bebb-43054cc9df8f,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f6861734-2f95-4f58-b2fa-d55d27d02d61,,Illinois,103rd
ocd-vote/b2d169c1-ae0d-4198-9fe9-d5b0d6c38a10,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/59a2204b-b63e-4d67-b312-085b16542808,,Illinois,103rd
ocd-vote/ea7b5880-32fd-4418-98a9-15d61fd409eb,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/a3d1295c-1f2b-4d85-b8e1-c84d86a93076,,Illinois,103rd
ocd-vote/472047b3-efdd-4499-a496-af6a54d357da,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c0b8332f-bd5c-4322-a1d7-154b6fb4c2e0,,Illinois,103rd
ocd-vote/db0258a1-808c-47d6-be38-abcd31927dfc,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/c8a13ded-35ec-4045-adfe-c2f74d5e7597,,Illinois,103rd
ocd-vote/0711fc8a-32f9-441b-b956-421ab43a7c94,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d7757e91-c0e8-439e-8920-f2ae41f21759,,Illinois,103rd
ocd-vote/c7223ee8-1465-4da1-aecb-eb33c65fa931,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/ef75c12f-7238-4c0e-81e2-68453f84b515,,Illinois,103rd
ocd-vote/6762c47d-1fee-4b43-992d-5f53350d32b5,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/f5a02217-ad2d-4304-9798-7a97847faf3f,,Illinois,103rd
ocd-vote/eac61b7a-04f0-4ebe-8f06-5fe5f47b3eea,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/1a87fc19-0412-4a71-a910-448f0ca0f2e1,,Illinois,103rd
ocd-vote/97257d6f-da6d-4bb3-a723-a1512e8881e0,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b57b246d-ffe8-4aca-9933-8f2f679e86a1,,Illinois,103rd
ocd-vote/23e55d04-5137-4677-b0dd-4c54a66cd7e2,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/2bd60cd0-9618-49dd-ab32-aa3bb706cb39,,Illinois,103rd
ocd-vote/d20fbb20-f0c3-45c6-8b91-647a8977c0d7,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/416c618d-db22-431b-a9b0-14997a599f28,,Illinois,103rd
ocd-vote/5784b3d9-35c0-4486-b581-9eb27addf994,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/35391c1b-21ed-4b23-b1dc-a1ff2a9886b0,,Illinois,103rd
ocd-vote/3109c095-e7c9-4b8b-870b-896cba8bdaab,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/d9075b48-a434-4ab1-9dd4-2eac96627960,,Illinois,103rd
ocd-vote/f03dce95-82f7-4b2c-8982-d3c413d90d71,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/4fd6b032-bcd0-44e5-af00-0656e8b3ed73,,Illinois,103rd
ocd-vote/41ac4ca5-0e86-4edc-b1ad-b3a345624685,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/e0511178-dc04-498f-a197-9516fcd591d3,,Illinois,103rd
ocd-vote/0f53b7cc-dd1f-4e8f-8120-6cf3a8a409f7,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/28cccf47-8f55-40bf-84d9-28c56a027435,,Illinois,103rd
ocd-vote/e30f1071-e28e-4538-83be-b29993d31b79,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/b8107eab-f47b-441a-9304-45676f2a61d5,,Illinois,103rd
ocd-vote/57494ca0-9541-4ddf-bc2c-4be08d927cee,,Transportation: Vehicles & Safety,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/0bf027d3-1d7d-4ca3-afc3-c9e134c91057,,Illinois,103rd
ocd-vote/f0903e49-749f-48f3-8ee9-62fdf9782091,,Executive,[],2023-03-01,pass,ocd-organization/76120f9a-2982-4cc5-a6e2-de7401fa0d38,ocd-bill/9d9c577c-5bf9-42ec-a06e-1cda060a5579,,Illinois,103rd
