id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/9436757d-a619-439b-9537-8cc69f0848af,HB 2148,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f592f386-ab64-4685-a8b6-b9da1993f415,HB 2851,SPARKLER EXCISE TAX ACT,['bill'],[],104th,Illinois,lower
ocd-bill/81f68971-c486-4b1c-8ffd-1611989ed274,HB 1987,$GAC-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/fc946e50-600c-45fe-982e-52ca763218f2,HB 570,GAMING-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a07093e9-c9c5-455c-8b6f-31d89b6b139e,HB 984,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f32c74e5-d448-4431-baf5-4cd79cdd81ff,HB 2875,$DCEO-ROUTE 66,['bill'],[],104th,Illinois,lower
ocd-bill/93bfa56d-4b50-47af-a9aa-39892554b2fc,HB 2102,REVENUE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/c9c09079-d798-4c52-b3c8-3ce6a7d277d6,HB 2790,MUNI CD-COMMERCIAL OPERATIONS,['bill'],[],104th,Illinois,lower
ocd-bill/6e9e1471-b355-4bd3-a18b-f2f08af2352e,HB 316,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f62bbef9-41aa-4a7c-a631-cbf53c60bd87,SB 1781,DEATHS DOMESTIC VIOL VICTIM,['bill'],[],104th,Illinois,upper
ocd-bill/a6fbb1fb-64bf-4ca9-ac42-dd522b0d15c0,HB 992,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/c62520d9-e291-468c-98f9-f46ab9959b71,HB 926,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/bff21c1d-0c02-4e05-b5a7-93aabcc510b5,HB 141,$CRIM JUSTICE INFO-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/45f93f8c-00ce-43ac-bd92-781e82b0bec1,HB 136,$ARTS COUNCIL-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0ace2c05-3702-4d30-9aec-255989b4cd50,HB 4006,CRIM PRO/CD CORR-CONSECUTIVE,['bill'],[],104th,Illinois,lower
ocd-bill/d409bac1-bdde-4045-aba3-2fbd7be47cca,HB 1176,PROP TX-TIF INFO-BILL,['bill'],[],104th,Illinois,lower
ocd-bill/e50f66cd-71db-481a-a9c2-4569f100aac5,HB 148,$IMSA-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/9da9f8bf-4615-4e3f-8bc0-0d4b1aa5046a,HB 152,$SPORTS FACILITIES AUTH-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/bbd2c73e-4fcc-4975-8905-8dff9613dd25,HB 752,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/bc2bca95-9020-4bdb-b47d-452d4e3d8aed,HB 577,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/37f19de2-e466-442f-921a-1ae36d75f4a4,HB 1141,GENERAL ANESTHESIA COVERAGE,['bill'],[],104th,Illinois,lower
ocd-bill/42811c29-e057-4667-b00d-b481ac9ca539,HB 557,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/540dd9fe-6964-446e-adb9-646c676b44a7,HB 970,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/6f50232d-9869-494e-be3a-06e7abc46e63,HB 170,$NEIU-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0af3a536-fcba-4ce2-b37e-202895f50f71,HB 575,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/63fcb57d-accc-463b-a440-b6b02dd89cd7,HB 712,PUBLIC AID-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/26e1c74e-aa04-4cd5-8310-2b99a4c50d0c,HB 883,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ec944bc8-86df-4eb7-82ce-b670e4fe5cf9,HB 339,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/00bc230d-cccc-4188-bc10-1fc575d560e0,HB 69,PROP TX-SENIOR FREEZE,['bill'],[],104th,Illinois,lower
ocd-bill/a67b20ed-c111-4dfb-9d8c-8c343b196b9a,HB 888,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/46b7c579-c434-49f8-9a1e-17d8f15a0c0a,HB 312,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/6649ffbc-15b0-4027-b9bf-b8e083d8d686,HB 642,LIQUOR-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/63579cb1-5f3a-4db6-a800-a5913ba15fac,HB 538,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/51015480-7cd2-43a3-8692-a5c269379104,HR 441,CONGRATS-CALUMET PARK,['resolution'],[],104th,Illinois,lower
ocd-bill/2cd68a79-5f78-4bdd-8fbe-6fc0101a405d,SB 2246,PROP TX-ASSESSMENT LIMIT,['bill'],[],104th,Illinois,upper
ocd-bill/8536e2f3-ea0b-4627-b63f-b7b933201e1e,SB 2037,DIGITAL AGE ASSURANCE ACT,['bill'],[],104th,Illinois,upper
ocd-bill/a789fc2d-9aad-4786-b5f0-55463c327da0,SB 1485,SEIZURE & FORFEITURE REPORT,['bill'],[],104th,Illinois,upper
ocd-bill/c1b31ffb-170d-46b7-87e2-10f4fe7f647c,AM 1040015,APPOINT-ABEL NGO KHO,['appointment'],[],104th,Illinois,upper
ocd-bill/976d2dd9-414d-4403-85e7-6cf50fa7328f,AM 1040039,APPOINT-MICHAEL NEWMAN,['appointment'],[],104th,Illinois,upper
ocd-bill/4d364c44-3ab9-4c64-b185-94dc3592e90c,AM 1030598,APPOINT-KRISTINE A. FULFORD,['appointment'],[],104th,Illinois,upper
ocd-bill/e5300511-0351-4d1b-8417-6b381df37a80,AM 1040013,APPOINT-DAMON T. ARNOLD,['appointment'],[],104th,Illinois,upper
ocd-bill/f034e80f-1984-4fc0-b738-15596b9b18ad,AM 1040036,APPOINT-ERICA ZUNKEL,['appointment'],[],104th,Illinois,upper
ocd-bill/79e1bc67-b36b-49c9-8110-3983702a9582,AM 1040028,APPOINT-MICHAEL VINCENT CLARK,['appointment'],[],104th,Illinois,upper
ocd-bill/ae75a5df-852e-407d-8839-ef1da2a3d0b4,AM 1040147,APPOINT-NAOMI ANDREA JOHNSON,['appointment'],[],104th,Illinois,upper
ocd-bill/22280c7e-9290-45b2-8c9f-ef3142a7eee3,AM 1040045,APPOINT-FRANCES K. ORENIC,['appointment'],[],104th,Illinois,upper
ocd-bill/5dd74a28-23e3-48a1-bb8e-a05d45c728f1,AM 1040038,APPOINT-PAMELA S. MONETTI,['appointment'],[],104th,Illinois,upper
ocd-bill/609c3195-d9c6-4f18-8eb9-1d5dc5886b85,AM 1040025,APPOINT-MARISA LISET RICHARDS,['appointment'],[],104th,Illinois,upper
ocd-bill/a1b7e669-561b-4945-9977-dcd2b8994af4,AM 1030602,APPOINT-HEATHER ADELINE STEANS,['appointment'],[],104th,Illinois,upper
ocd-bill/3a1fbf30-6ccf-430d-9c62-db3a0b683b00,AM 1040042,APPOINT-DAVID TAEWOONG CHUNG,['appointment'],[],104th,Illinois,upper
ocd-bill/e1c7cbe7-97f3-43c8-817e-af661c67e003,AM 1030597,APPOINT-JOAN BREIER BRODSKY,['appointment'],[],104th,Illinois,upper
ocd-bill/be85cc83-b436-48f5-bddd-b38a36490dd6,HB 4126,CRIM CD-ABUSE OF A CORPSE,['bill'],[],104th,Illinois,lower
ocd-bill/68902b04-f7b7-4713-8ff1-237b128ebbb2,HB 4129,TRUST ACT-CORRECTIONS/SHERIFFS,['bill'],[],104th,Illinois,lower
ocd-bill/8244a816-358f-4a5d-b0e3-b2a97bd3494b,HB 1545,IL NATURAL GAS - CLEAN AND REL,['bill'],[],104th,Illinois,lower
ocd-bill/ba5c4145-dff0-40f1-95ee-21ed90206fec,HJR 42,SPC AGNT LACKEY MEMORIAL HWY,['joint resolution'],[],104th,Illinois,lower
ocd-bill/e2a63468-b836-4ced-b622-24a4b1aed234,HB 587,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/26416e5f-9335-4c00-8bb0-424734e4b30d,HB 90,$CEI-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/3b6774c5-b88d-4c9d-bac4-3d64fd460a09,HB 262,CIVIL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/84b69f4f-5d15-4b5f-91e0-4e84577372db,HB 514,EMPLOYMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/66d985e1-8874-4f11-8f90-ae81e1a21e1f,HB 791,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/705ee24b-1262-45a2-b4b7-0f0cd818f0e6,HB 441,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/1afe52a5-536a-4a71-a7c4-f33c34706511,HB 659,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/02b181cf-aa69-4a00-beb3-0a7a5fbb2043,HB 761,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/07b0375a-4810-4b26-a63d-d0a91f029675,HB 107,$DEPT LABOR-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/3dda73e0-2dce-4201-b410-960ad885216f,HB 988,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b8e89eb8-fcfc-459a-be7c-6ed191046150,HB 412,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/5814a818-f57c-41b1-b383-89af6f715eb5,HB 74,NO PROBATION FOR SEX OFFENDERS,['bill'],[],104th,Illinois,lower
ocd-bill/4e4a161b-ba94-4508-b6ee-ccfd21ba6b81,HB 139,$CHIP-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0a502989-bcaf-4e96-a19f-509314d975be,HB 3065,CPS-DISCIPLINE DISCLOSURE,['bill'],[],104th,Illinois,lower
ocd-bill/538101c8-bb31-4d19-b139-98942dccfd81,HB 758,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e0aa6457-1f56-4eeb-ab8b-50c0eb5724aa,HB 2394,VEH CD-WEIGHT LIMIT EXEMPTION,['bill'],[],104th,Illinois,lower
ocd-bill/337684d3-ebfe-4638-a5bf-8ae1ddd9f1f2,HB 155,$VIOLENCE PREV AUTH-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/d81b3cff-0c7d-4878-b89c-46bb54a38401,HB 294,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/055de97b-4ea4-43f3-bd0f-ef26e7d14fde,HB 547,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ca3c21af-14e9-4e17-82fd-0db41a5f8b45,HB 964,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e8c43abb-e783-411d-849d-2026616932af,HB 121,$EPA-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/bc2aeec7-55a2-4467-b635-b9a6bbe27fe3,HB 125,$EXECUTIVE IG COMPT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e20d875d-336d-4327-a384-797742ada2e4,HB 165,$LPU-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e351cb00-6e45-4bb9-bfbe-1272e1bfa54d,HB 120,$E IL ECON DEV AUTH-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/5d1b5f47-7922-4b17-a916-ada8a9c25012,HB 581,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a34f8cfc-e7da-4d24-92a3-66215d12b32a,HB 606,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ff12cd1d-45d9-46dd-8a56-d863ea8b14fd,HB 683,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b1f10003-3434-4957-8beb-e252d4f029d6,HB 779,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/dd7bd3e3-4c9a-4e5c-8d3b-371e56a8f420,HB 360,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/c10e52ce-c48c-4885-a58a-8651005c788a,HB 1017,POWER AGENCY-AGGREGATION,['bill'],[],104th,Illinois,lower
ocd-bill/e97238ca-7b4a-4b6c-a5ee-bb1fa9ecd367,HB 351,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b20c126d-69da-441b-b3c1-e286cd721c6b,HB 10,DCFS-LUGGAGE FOR FOSTER KIDS,['bill'],[],104th,Illinois,lower
ocd-bill/cfa276c4-fec4-40b1-8e4c-2e6a9bf730ed,HB 455,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f6948f91-1fb3-4935-9ab2-ee645b43f2cb,HB 848,SAFETY-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0222fdc8-f227-4166-8cef-1358d9db6f9e,HB 70,PROP TX-DISABILITIES,['bill'],[],104th,Illinois,lower
ocd-bill/f1248334-7b3a-490b-8459-1e13954a9510,HB 315,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f9740200-f8ec-48cd-b8d2-f645d8ef8744,HB 147,$LABOR RELATIONS BD-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0c9c6ed2-1190-4f50-85d4-fe1756b0283c,HB 23,OPN MTG-EMERGENCY DEFINED,['bill'],[],104th,Illinois,lower
ocd-bill/fa24d958-2e6b-43eb-b553-a18cf336f3c9,HB 82,$ATTORNEY GENERAL-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b4cea6d3-d221-47c6-b0f0-ae943f9647c9,HB 264,CIVIL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/eb02ced0-ff19-4d5d-a67e-1f20c77f344e,HB 913,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ea7fb57e-18f0-435e-9798-1343623e2b08,HB 371,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/55ca57bc-1603-4283-af81-811e7f0ac406,HB 950,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/acd49465-a4e9-4bca-bddb-797b501cc77e,HB 292,CONSERVATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ef92c916-626e-4a6e-a4e2-16c5ddc7b126,HB 16,ESTATE TAX-EXCLUSION AMOUNT,['bill'],[],104th,Illinois,lower
ocd-bill/cf3c839c-4f2e-45b3-9dc1-5ff4f22e6b11,HB 928,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0e794a77-bdb3-48c9-bb10-a2c28a9b4414,HB 274,CIVIL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/fb6d6a54-c99c-4716-9146-6bfeb36334ba,HB 861,SAFETY-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0486d635-9db9-4327-903d-65ae57c89eb2,HB 482,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/3c1e9266-acc3-4df3-9ddb-0dd500fdbada,HB 1060,GA OFFICE ALLOWANCE-TRANSFER,['bill'],[],104th,Illinois,lower
ocd-bill/11744bed-9e93-4f8f-ac2b-b027daa73a43,HB 680,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a8c989ef-0ceb-475e-a7e5-757b44e9890a,HB 578,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/6b1bd1cf-414a-4718-b6f8-cdf11e5243ea,HB 1130,ELEC CD-VOTER REGISTRATION,['bill'],[],104th,Illinois,lower
ocd-bill/4075f160-b01a-4283-b794-3e26529a2969,HB 1143,ILLINOIS CURE ACT,['bill'],[],104th,Illinois,lower
ocd-bill/35b82de9-be6c-42dd-8947-852d587c8323,HB 901,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/194d0675-0b2d-4344-939c-c0334f964b25,HB 223,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b4ef8375-011a-40b3-9b1c-7d1e19d70523,HB 1170,FREE COMMUNITY COLLEGE TUITION,['bill'],[],104th,Illinois,lower
ocd-bill/c7e6267f-c068-4cb1-a5d2-70bb967af1a3,HB 5,CD CORR<21 YRS-MITIGATION,['bill'],[],104th,Illinois,lower
ocd-bill/d9cd682d-1f05-4201-8b20-1eca017c143e,HB 589,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/d17c3c08-081e-44ab-95e6-72ff11a327b8,HB 940,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/3791589e-5500-4bda-ae1c-4105dbe08a46,HB 985,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/18c59fa8-d2cf-46c4-84c0-9ce68d1e5b5a,HB 18,FOID-DENIAL & REVOC-STALKING,['bill'],[],104th,Illinois,lower
ocd-bill/37c2055f-d59b-4f5a-813d-8ea0990bd10d,HB 106,$DEPT JUVENILE JUSTICE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a0fbacf5-b7bb-4d08-9ae2-f965f6cd5c02,HB 60,GUARANTEED INCOME PROGRAM-BAN,['bill'],[],104th,Illinois,lower
ocd-bill/9d8ec56c-9c32-4f9c-a86f-a99064f06a75,HB 1166,UTILITIES-JOB TRAINING CENTERS,['bill'],[],104th,Illinois,lower
ocd-bill/99c0badb-ab45-46aa-bb9a-0c5c1c81612c,HB 1018,INS-PHARMACY BENEFIT MANAGERS,['bill'],[],104th,Illinois,lower
ocd-bill/88623f4d-6d22-4bb3-a63f-1bf47a5d5daa,HB 743,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0e1d2572-9d06-4973-8efd-4d5155507a60,HB 710,PUBLIC AID-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/562d0e05-2223-4423-877c-1516a72cffe9,HB 352,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/61828dc6-e4fb-4465-8e2b-3e2feca861c8,HB 513,EMPLOYMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/3de325e1-d454-419a-9848-b825b0759fff,HB 571,GAMING-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/1eee7aad-4fd1-4a8b-a09a-03405254bbb5,HB 641,LIQUOR-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/4b84bbd0-4f42-4c82-8850-7183c738113f,HB 555,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/43cc979d-038f-4110-b2c5-ae76a0fac3e7,HB 430,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/8a40f30a-93dd-469f-8455-ba88cb9e7760,HB 118,$DRYCLEANER ENV-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/34630fb1-92bf-41f6-8eff-c88f01e14927,HB 58,USE/OCC TX-HOLIDAY,['bill'],[],104th,Illinois,lower
ocd-bill/eb236803-d6ce-4ae4-a37c-883f10fe01fb,HB 226,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/76b8cbe9-473a-4a81-9f34-87eade9c5527,HB 253,CIVIL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/d7e85af0-6869-4ac1-b4c5-871484aaec3b,HB 321,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/4dd99266-e299-44a7-93bc-3ab3ce77ceb7,HB 466,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b05c64d4-8ed3-4230-8e1a-b211295b47d9,HB 493,EMPLOYMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/63e0d898-0494-4f20-b8c8-d785b592e1dc,HB 619,HEALTH-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b42fee2f-d70c-4a3c-afb9-7b2519c9e99f,HB 661,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/21dc6a6f-fe3d-4634-80de-ac46a8b6bea0,HB 322,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/dac8aeb3-2f3b-4408-9c3b-4f72a640c67a,HB 1095,CD CORR-VOLUNTEER SERVICES,['bill'],[],104th,Illinois,lower
ocd-bill/623fa69b-9978-42b6-b096-f8dc7413f06c,HB 1034,CONCEALED CARRY-REPEAL,['bill'],[],104th,Illinois,lower
ocd-bill/29c61d6f-82f9-4ac5-9989-c5c789c30f74,HB 327,COURTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/1f589943-47f6-4ad0-8fea-e067ec167d91,HB 476,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/4c6eb61a-68e0-484f-a629-72f9d4955e45,HB 574,GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/14128144-cb80-423b-a227-e2af084134b7,HB 278,CIVIL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e64ecb0e-ba5e-4dbb-b1b3-f2685b1b22f5,HB 213,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/173b3209-cf4c-4179-8458-e2cbb862a08a,HB 899,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/eb268800-1468-4bff-94b2-21740a990325,HB 833,REVENUE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/d8866e89-5722-416e-acd3-b99987423a6d,HB 846,SAFETY-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e7650531-c3d0-4fe1-9b9d-4a32d0a609ed,HB 668,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f52bd1ed-aae3-43d3-98fa-6b5a5f913f0b,HB 664,LOCAL GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/5d54c592-76ad-4fc3-b00b-2dcea14e26fe,HB 364,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/6549d941-4192-4263-8955-0ed6133d0796,HB 19,FOID&CRIM CD-FLAMETHROWER,['bill'],[],104th,Illinois,lower
ocd-bill/34214ede-856a-4b83-b25c-ffe28ca67e63,HB 823,REVENUE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f59170a4-00fe-421d-ba63-78e37e096fbc,HB 40,POLICE TRAINING-HATE CRIMES,['bill'],[],104th,Illinois,lower
ocd-bill/18422235-5c08-4ec9-ab0a-d8f774558302,HB 1010,MILITARY SERVICE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/2a679dc4-1c15-4b94-9481-311370b1a041,HB 414,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/eee8ccb1-244c-46c2-a8c4-57a2fce3dcb9,HB 8,ELECTION CODE-PETITIONS,['bill'],[],104th,Illinois,lower
ocd-bill/707f98e8-17af-4694-898a-13ad8371ef0c,HB 7,CRIM ID-EXPUNGEMENT,['bill'],[],104th,Illinois,lower
ocd-bill/18854728-08e4-4def-86fb-07929e4f115e,HB 529,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/8e5572c9-c188-427e-8c1f-9a05ee9d131d,HB 434,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0c57db7a-183e-41e8-8934-9a391ed913b8,HB 965,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/1862dc64-d3fc-4b13-b9d0-7d2243b46a79,HB 234,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/52879a3f-e464-4f9b-a5f7-63ffbe27ef45,HB 789,REGULATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/fc269cf1-199a-463a-a8e8-428a8c7277dd,HB 977,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/5f05850e-59c3-46fb-8255-e919d0e5b7d6,HB 924,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/72d5f902-1f4b-459e-b4fb-b0b156b50505,HB 1105,DONATE BLOOD-MRNA VACCINES,['bill'],[],104th,Illinois,lower
ocd-bill/769ca3b4-c9ac-49da-9e4d-c8ebadd1e2d7,HB 93,$COURT OF CLAIMS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/01311390-9fdc-46e6-800c-8893a9b61d6c,HB 102,$DEPT HUMAN RIGHTS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/5187e41a-29b4-4fbb-b2bb-953797dda5c9,HB 1109,DHS-CCAP-CHILD CARE WORKERS,['bill'],[],104th,Illinois,lower
ocd-bill/01ab3c58-db94-467c-af39-133980d0591d,HB 116,$DEPT AGING-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/b1f01ea1-2942-4bff-b152-59985e68c113,HB 30,UNIFORM VOIDABLE TRANSACTIONS,['bill'],[],104th,Illinois,lower
ocd-bill/e93078a7-4533-4c1a-b6cd-ed874b5e94a5,HB 92,$COMPTROLLER-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/d9cb0d66-413d-4e54-9fd4-e2ffd748d690,HB 1136,MHDD CENTERS-READMISSIONS,['bill'],[],104th,Illinois,lower
ocd-bill/a8f83dd1-1895-43af-b011-8c57e3234014,HB 212,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/bb6f2b1a-7b96-4a9d-8331-9acfde5d396f,HB 62,CONSUMER FRAUD-FEE DISCLOSURE,['bill'],[],104th,Illinois,lower
ocd-bill/b7bfb192-e296-453e-903b-92b2c65c36d2,HB 617,HEALTH-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/0d8c11c4-9dbe-4392-8d66-d67908873dc6,HB 633,LIQUOR-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a6f2617a-5b6a-4399-9538-f8e1a75bd057,HB 420,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/667fb496-0e5a-45f9-8add-e678702ae391,HB 905,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/dc3a2a7f-f096-4348-b572-6adac416b639,HB 52,GA-LIS-WITNESS SLIP TRACKING,['bill'],[],104th,Illinois,lower
ocd-bill/57913408-f4ac-42ff-a2da-93a74a9f98a7,HB 945,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/fa406741-cd10-4283-9e51-f5b21d757159,HB 144,$IEMA-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/f7bae345-11a4-43d9-ac64-e99720886adc,HB 142,$DEAF COMM-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a5b5040a-9eab-4ac2-b227-601696ddd286,HB 432,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/e13249b8-af32-4831-ad1b-183148bd81b2,HB 446,EDUCATION-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/a1137be5-63a7-4928-9eeb-904ae10cc1ad,HB 71,AGG DOMESTIC BATTERY-PENALTY,['bill'],[],104th,Illinois,lower
ocd-bill/6a1c2a46-7a73-4362-ab08-96e302cbfdc7,HB 297,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/ad31951e-f9dc-4355-a9ea-38f817a7e496,HB 527,FINANCE-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/58514393-1f70-4909-b904-128dd8adc13a,HB 115,$DEPT VETERANS AFFAIRS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/fbe259fc-097d-4112-91d8-560f57213939,HB 217,BUSINESS-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/2b65499b-8d1e-4b09-a91c-4ef47824bb21,HB 263,CIVIL LAW-TECH,['bill'],[],104th,Illinois,lower
