id,identifier,title,classification,subject,session_identifier,jurisdiction,organization_classification
ocd-bill/25a26f16-ef85-4d9a-98ab-bb2fabcc78f2,HB 4329,INC TX-DEDUCTION FOR TIPS,['bill'],[],104th,Illinois,lower
ocd-bill/cc959bbb-6ea1-4d44-99fb-3ec8dda430c3,SB 2864,$ALS FOUNDATION,['bill'],[],104th,Illinois,upper
ocd-bill/fe93a403-e0b7-472c-a25d-3ba0dab3d130,SB 2888,PAID LEAVE FOR ALL-STUDENTS,['bill'],[],104th,Illinois,upper
ocd-bill/3e465778-7fd6-4480-93ea-389a2c2c58c5,SB 2873,HEALTH CARE FOR ALL,['bill'],[],104th,Illinois,upper
ocd-bill/e2634375-d2ac-4d8e-b849-ee9d4f324406,HB 4485,VEH CD-ORGAN DONOR REGISTRY,['bill'],[],104th,Illinois,lower
ocd-bill/0ac255d3-e89d-4541-a8f6-2cc4f6760bf7,SB 2872,CONTINGENT DEFERRED ANNUITIES,['bill'],[],104th,Illinois,upper
ocd-bill/f070ba8a-d7e6-422c-acbb-a74f20024c0a,HB 4482,GENDER REASSIGNMENT PROCEDURES,['bill'],[],104th,Illinois,lower
ocd-bill/f18a2bd2-7c06-4d12-9983-673bd4a4da82,SB 2885,HORSE RACING-VARIOUS,['bill'],[],104th,Illinois,upper
ocd-bill/9d49a6b2-37de-4f93-8b86-275c135f8c65,SB 2876,SCH CD-SUSPENSION/EXPULSION,['bill'],[],104th,Illinois,upper
ocd-bill/3d5b59fd-e54b-47b2-8e16-7f57e0b6815a,AM 1040377,APPOINT-REBECCA O'NEILL,['appointment'],[],104th,Illinois,upper
ocd-bill/ec05bc20-d591-49d9-add7-2fecf2799dac,HR 608,CONGRATS-DIXON HIGH SCHOOL,['resolution'],[],104th,Illinois,lower
ocd-bill/9bb7b2ea-9e34-4d24-9962-28a931bbef9d,SB 2871,PROP TX-DISABILITIES-RENEWAL,['bill'],[],104th,Illinois,upper
ocd-bill/20e15054-accf-461f-b98b-ab2b1af21493,SB 2877,PROCUREMENT-NEW SALEM,['bill'],[],104th,Illinois,upper
ocd-bill/6c1675a9-8935-405b-b93f-ffaa887bdeda,HB 4473,SOLID WASTE-RECYCLING GOALS,['bill'],[],104th,Illinois,lower
ocd-bill/612ebd21-df67-4968-9e3f-d6574b9a0c4c,HR 612,MEMORIAL-GEORGE F. JACOB,['resolution'],[],104th,Illinois,lower
ocd-bill/24e28cde-ceee-49e7-8a9b-d894077181f6,SR 571,MUSCULAR DYS AWARENESS MONTH,['resolution'],[],104th,Illinois,upper
ocd-bill/99f335f6-4ce1-46bd-9e3e-4095151752af,HB 1836,EAVESDROP-STATEWIDE GRAND JURY,['bill'],[],104th,Illinois,lower
ocd-bill/4cb7dfa0-1f65-4644-b7fe-326b594cdd8b,SB 2890,VOLUNTEER EMERGENCY WORKER,['bill'],[],104th,Illinois,upper
ocd-bill/f511f117-1bb4-4b33-afa1-5aa30b59db38,AM 1040376,APPOINT-REBECCA O'NEILL,['appointment'],[],104th,Illinois,upper
ocd-bill/99d1b02c-e7f0-4923-b364-cd242cfa1ee1,HR 610,CONGRATS-TRIMPE MIDDLE SCHOOL,['resolution'],[],104th,Illinois,lower
ocd-bill/0ee955bd-e0d3-4bac-afa7-f506230bae25,SR 569,MEMORIAL-BARBARA J. GREENWOOD,['resolution'],[],104th,Illinois,upper
ocd-bill/cfda1bb4-1789-47c7-abd1-dda247faef41,SB 2865,REIMBURSE COUNTIES-PRETRIAL,['bill'],[],104th,Illinois,upper
ocd-bill/83726c01-540c-4f41-ac23-9e96115128d5,AM 1040375,APPOINT-REBECCA O'NEILL,['appointment'],[],104th,Illinois,upper
ocd-bill/13ec192f-26e0-47b7-b4fb-14d7ed71576a,SR 572,RECOGNIZES-ADWA DAY,['resolution'],[],104th,Illinois,upper
ocd-bill/96bac691-5189-41c8-a4a6-e7eca4ceb78c,SB 2856,INC TX-VOLUNTEERS,['bill'],[],104th,Illinois,upper
ocd-bill/ae82c179-d47a-4559-a849-72e8472018cd,SB 2894,DHFS-DHS-DIRECT SUPPORT WAGE,['bill'],[],104th,Illinois,upper
ocd-bill/7f101be5-0ca9-40b5-ab0f-ae187b453ace,SB 2881,CRIMINAL LAW-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/7f468319-b3e5-4de8-8c03-374271aa951e,HB 4476,MENTAL HEALTH REHABILITATION,['bill'],[],104th,Illinois,lower
ocd-bill/751773e7-8a08-408f-816c-58dc23e4f31a,SB 2889,PAID LEAVE-TEMPORARY AG WORKER,['bill'],[],104th,Illinois,upper
ocd-bill/4297eb2b-3437-4adb-ad7a-d819009a0c2d,HB 4474,BANKS-OVERDRAFT FEE BAN,['bill'],[],104th,Illinois,lower
ocd-bill/886699b5-210d-4376-9cc3-a9fe3b5a8f50,HB 4465,PTELL-ABATE-NUCLEAR FACILITY,['bill'],[],104th,Illinois,lower
ocd-bill/aa0c35ec-ac2a-4423-99ba-a4ea82f7a2c8,HR 171,MEDICAID FUNDING ACA,['resolution'],[],104th,Illinois,lower
ocd-bill/1887e156-7f24-43ae-b9ca-437598e7cb9d,SB 2066,CDB-WASTEWATER REGULATION,['bill'],[],104th,Illinois,upper
ocd-bill/58ba9ac2-aa4b-4110-9e7e-27b630d19b04,AM 1030479,APPOINT-MELINEH KANO,['appointment'],[],104th,Illinois,upper
ocd-bill/dba721cd-dfb8-4565-bfaf-eefec4f94d11,AM 1030475,APPOINT-TAMEKA WALTON,['appointment'],[],104th,Illinois,upper
ocd-bill/80217467-6e64-44fc-a881-37c2f539e7fc,AM 1030464,APPOINT-JAMES MARTIN CONWAY,['appointment'],[],104th,Illinois,upper
ocd-bill/e8d1c105-21ee-4108-9fcd-99875c51b9a2,AM 1030439,APPOINT-GARY T. JOHNSON,['appointment'],[],104th,Illinois,upper
ocd-bill/cccf26ff-96dd-4450-a408-fad0d1fc8b4b,HB 3460,COSMETOLOGY/BARBER-APPRENTICES,['bill'],[],104th,Illinois,lower
ocd-bill/6b3fafcd-1d14-4fbd-b8fe-08e6e62b9fea,SB 1275,UTILITY-RECOVERABLE EXPENSE,['bill'],[],104th,Illinois,upper
ocd-bill/58abc20d-6a9d-4edf-bb3e-6d8c4ade9b6a,HR 224,MEMORIAL-GENE HACKMAN,['resolution'],[],104th,Illinois,lower
ocd-bill/d05f59cc-47c0-49cc-91d8-2c4de7924c68,HB 1743,CRIM PRO-TRANSPORT-TREATMENT,['bill'],[],104th,Illinois,lower
ocd-bill/4901a524-84d0-4486-9e8f-4fcb298abf89,HB 2530,PROP TX-SENIOR FREEZE,['bill'],[],104th,Illinois,lower
ocd-bill/1b95ef9b-55b5-473b-8da3-ad5e32d6be5a,SB 282,CRIM CD-STALKING-TRACKING DEV,['bill'],[],104th,Illinois,upper
ocd-bill/a3e90081-055d-461a-9baf-4f4c1de49517,AM 1030473,APPOINT-TRENTON TABER,['appointment'],[],104th,Illinois,upper
ocd-bill/8f0fb3de-b1ec-4af3-a933-9dd407307932,HR 354,COMMENDS-OMEGA PSI PHI,['resolution'],[],104th,Illinois,lower
ocd-bill/40b8a019-24a1-4563-98e2-55438461cae2,SB 2013,FRAUD-HOTEL BOOKING SERVICE,['bill'],[],104th,Illinois,upper
ocd-bill/812f051c-1ad2-469c-959d-f2eb8e381026,SR 158,EQUAL PAY DAY,['resolution'],[],104th,Illinois,upper
ocd-bill/1efbe045-d36e-4682-99fb-e579686b58cc,SR 151,MEMORIAL-RICHARD MARTWICK IV,['resolution'],[],104th,Illinois,upper
ocd-bill/4092d6c4-3466-432b-8f86-0afc76541400,SR 157,CONGRATS-DULCELANDIA,['resolution'],[],104th,Illinois,upper
ocd-bill/298e4d35-3403-47aa-9434-020c33ef8f8c,HB 2639,PROP TX-GENERAL HOMESTEAD AMT,['bill'],[],104th,Illinois,lower
ocd-bill/a9085ed7-a395-470e-9216-7665a2980d69,SB 1262,STATE WEBSITES-TRANSLATIONS,['bill'],[],104th,Illinois,upper
ocd-bill/a544190e-c720-4c6d-9009-aad9db92c800,SB 2629,$AG-WRB PRGM,['bill'],[],104th,Illinois,upper
ocd-bill/0b85694f-b122-4a2d-8ccd-6a871384e80c,HB 1928,REVENUE-VARIOUS,['bill'],[],104th,Illinois,lower
ocd-bill/7d5de5f4-c385-450d-a870-01e294d57f2f,AM 1030463,APPOINT-DANNY SILVERTHORN,['appointment'],[],104th,Illinois,upper
ocd-bill/6a4c5891-d92d-4eaa-9019-386b8450547c,AM 1030453,APPOINT-KAREN TAMLEY,['appointment'],[],104th,Illinois,upper
ocd-bill/71592cc7-15db-4a5c-9e3a-0038453c657f,HB 1869,SCH CD-SCHOOL IMPROVEMENT,['bill'],[],104th,Illinois,lower
ocd-bill/a44feda7-a060-459e-8335-9ebe5e52541a,SR 131,CIVIC LEARNING WEEK,['resolution'],[],104th,Illinois,upper
ocd-bill/185e2c13-544a-4a11-8830-633354891257,HB 2832,SHORT LINE RAILROAD ACT,['bill'],[],104th,Illinois,lower
ocd-bill/ecf351c2-b541-4c21-9cc3-c6756022e638,HB 4016,IDNR-LAND CONVEYANCE,['bill'],[],104th,Illinois,lower
ocd-bill/78fc60b8-fec1-4617-a8c5-5c30632d05c5,HB 3058,GROWING GROWERS FUND,['bill'],[],104th,Illinois,lower
ocd-bill/1fc116fc-77fe-436c-b3f4-d6284d81433d,HB 870,STATE GOVERNMENT-TECH,['bill'],[],104th,Illinois,lower
ocd-bill/72637bcc-c7f1-49b3-965f-42202ef1a4f6,SR 154,LATINA HERITAGE DAY,['resolution'],[],104th,Illinois,upper
ocd-bill/f7a64ba1-a0ab-499d-9284-bfff0951fac0,HB 2700,MUNI CD-DUPAGE HOTEL REVENUE,['bill'],[],104th,Illinois,lower
ocd-bill/9e572057-5103-4527-9b63-918d886126d8,AM 1030440,APPOINT-LORENZO D. SAVAGE SR.,['appointment'],[],104th,Illinois,upper
ocd-bill/73e08401-c5c1-4a19-9fe0-274b0b6f0645,HR 173,PRADER-WILLI SYNDROME MONTH,['resolution'],[],104th,Illinois,lower
ocd-bill/d3c28bc9-b1a3-45c1-8563-19917675b2be,AM 1030468,APPOINT-NARGIS KHOKHAR,['appointment'],[],104th,Illinois,upper
ocd-bill/3dbbd54a-c7bb-467a-9464-32ffadc58731,HB 2507,MEDICAID-NURSING PAYMENTS,['bill'],[],104th,Illinois,lower
ocd-bill/57e27df8-c9e8-4df4-b091-1fb15d38fc71,SB 2382,INC TX-DONATIONS OF PROPERTY,['bill'],[],104th,Illinois,upper
ocd-bill/bc81f3e8-db4a-4a46-8530-4715776d15b1,HB 4119,SCH CD-MENTAL HEALTH-OPT IN,['bill'],[],104th,Illinois,lower
ocd-bill/b2e57914-a71d-4afc-bd41-175c5447404d,HR 462,MEMORIAL-RAYMOND B. LEE,['resolution'],[],104th,Illinois,lower
ocd-bill/f19f55ec-413c-4a62-9a2b-f9bb4da09e05,SJR 31,MANUFACTURING INDUSTRY-SUPPORT,['joint resolution'],[],104th,Illinois,upper
ocd-bill/bd50beaf-9631-4db1-a359-0c1671ad1a93,SB 1719,LOC GOV-ELECTRONIC RECORDS,['bill'],[],104th,Illinois,upper
ocd-bill/905a9b87-9de0-4f24-8629-34f85a5e2707,HB 2695,DHS-EQUITABLE PAY ACT,['bill'],[],104th,Illinois,lower
ocd-bill/8b504076-2ac9-442a-bbe1-fd1574cb1aa7,HB 2918,SCH CD-DYSLEXIA SCREENING,['bill'],[],104th,Illinois,lower
ocd-bill/bede4c71-1010-4154-bead-789513cb8afb,SB 235,STATE'S ATTORNEY-INVESTIGATOR,['bill'],[],104th,Illinois,upper
ocd-bill/b6bc958d-aaf9-4f7b-a3b3-5ca93611304a,AM 1030467,APPOINT-ELIZABETH V. LOPEZ,['appointment'],[],104th,Illinois,upper
ocd-bill/99c218b5-46f4-407b-89a8-d35fd88be18f,HB 1112,EDUC-TRADE COURSES-METT,['bill'],[],104th,Illinois,lower
ocd-bill/10fde91d-8187-489b-8166-5f6d20a5aaf2,HB 1360,INS CD-ALZHEIMER'S TREATMENT,['bill'],[],104th,Illinois,lower
ocd-bill/1d502c91-7580-4dcc-a632-732ab5cfc7f9,HB 2865,ESTATE TAX-PHASE OUT,['bill'],[],104th,Illinois,lower
ocd-bill/4bc86d6a-3cab-442d-8598-d61b39928816,SR 142,MEMORIAL-DONALD W. IRISH,['resolution'],[],104th,Illinois,upper
ocd-bill/db17d4b9-11fb-48be-92c7-95d0aa4a700a,HR 172,MEMORIAL-PHIL GOLDSTICK,['resolution'],[],104th,Illinois,lower
ocd-bill/3fca5393-6112-4c66-aa12-2f54a765d04d,HR 467,IMPEACHMENT OF GOVERNOR,['resolution'],[],104th,Illinois,lower
ocd-bill/7fb5281f-fa3a-4523-8431-e44f9020e753,HR 465,MEMORIAL-CHARLIE KIRK,['resolution'],[],104th,Illinois,lower
ocd-bill/1c84b635-5835-4760-8ab6-b536254bee1c,HB 1843,MUNI CD-ZONING LIMITS,['bill'],[],104th,Illinois,lower
ocd-bill/5e158ce1-eeef-43a3-969f-81166d20655a,HR 430,CONGRATS-LINCOLN ESD 156,['resolution'],[],104th,Illinois,lower
ocd-bill/9091fd6a-4723-481c-8835-fcd608f4cbb0,HR 428,SUPPORT-ICE,['resolution'],[],104th,Illinois,lower
ocd-bill/34eac396-ba96-4686-a6f0-971b9d31e5c1,HB 4085,VEH CD-NON-HIGHWAY VEHICLE,['bill'],[],104th,Illinois,lower
ocd-bill/3075b3d9-89c9-4a70-ad5d-6fb3fedac2cd,HR 429,CONGRATS-LORI OROZCO,['resolution'],[],104th,Illinois,lower
ocd-bill/72dbcaf9-6fc7-4474-a2a7-f366466c6523,SR 325,MEMORIAL-THOMAS CARRAHER,['resolution'],[],104th,Illinois,upper
ocd-bill/fb0e8c9a-3c8c-4d4a-a42d-1dcf81e2060d,HR 348,CONGRATS-KNIGHT'S ACTION PARK,['resolution'],[],104th,Illinois,lower
ocd-bill/3d5c46ef-61d0-4988-950c-406a28625437,SR 320,COMMENDS-DELTA SIGMA THETA,['resolution'],[],104th,Illinois,upper
ocd-bill/79828d8b-79b6-4ef2-96bd-3d258a6d4cd9,SR 322,MEMORIAL-KATHRYN S. CORLEY,['resolution'],[],104th,Illinois,upper
ocd-bill/33cbb0c4-da05-403b-af08-c10dde4c0bb9,HR 358,CONGRATS-VILLAGE OF RIVERSIDE,['resolution'],[],104th,Illinois,lower
ocd-bill/bb201e44-266c-4e82-84dc-b2ac2f2b19d8,SR 318,AUDIT-IDR-RAILROADS-PROP. TAX,['resolution'],[],104th,Illinois,upper
ocd-bill/2b9ab29e-3ec4-47eb-8070-8112ce5a9724,HR 359,FTD AWARENESS WEEK,['resolution'],[],104th,Illinois,lower
ocd-bill/32ad9cc4-8399-4727-81b3-3b07d0c66cae,SR 327,MEMORIAL-SHIRLEY MUNGAI,['resolution'],[],104th,Illinois,upper
ocd-bill/a243f09d-8328-4db1-9ec3-ede3b917c50e,SR 319,MEMORIAL-TONY ETZ,['resolution'],[],104th,Illinois,upper
ocd-bill/42194deb-c833-4430-9313-6acceb72c1a6,SR 321,MEMORIAL-AINSLEY G. JOHNSON,['resolution'],[],104th,Illinois,upper
ocd-bill/edc35e52-e990-4a6d-be25-9a754dee6555,HR 355,MS AWARENESS WEEK/DAY,['resolution'],[],104th,Illinois,lower
ocd-bill/9643acf0-ee93-4bed-ad02-6e74ac3b4b8c,SR 332,CONGRATS-FR. MICHAEL PFLEGER,['resolution'],[],104th,Illinois,upper
ocd-bill/05671140-48bb-41f7-ba99-772014bfc3bc,HR 356,MEMORIAL-ANDREW J. WERHANE,['resolution'],[],104th,Illinois,lower
ocd-bill/572c8387-9cb6-45d4-9899-c536db7880d1,SB 1160,TRANSPORTATION-TECH,['bill'],[],104th,Illinois,upper
ocd-bill/245d90ec-c0ce-4715-a43b-634cb6c26516,HB 4035,$U OF I-EXTENSION PROGRAM,['bill'],[],104th,Illinois,lower
ocd-bill/afcf280e-4174-4ec9-b299-0b886dcd273a,HR 229,CONGRATS-CCC SGA GRADS,['resolution'],[],104th,Illinois,lower
ocd-bill/4b9a4e8b-2756-4626-bee4-4a4368259e00,HR 230,JUSTIN ALLGAIER DAY,['resolution'],[],104th,Illinois,lower
ocd-bill/97c46f72-8352-4552-9686-460b6d88ebc9,HB 2558,MEDICAID-MFTD-RATE STUDY,['bill'],[],104th,Illinois,lower
ocd-bill/6c06c6a2-78f3-4d5a-8aec-9a02ff6a4278,HB 4034,MEDICAID-RX-MENTAL ILLNESS,['bill'],[],104th,Illinois,lower
ocd-bill/365112fb-7563-417c-a5cd-fb02b8e60c14,SB 1777,BANKING&PROBATE-FINANCE/NOTICE,['bill'],[],104th,Illinois,upper
ocd-bill/794f1d82-76ed-477c-bfb7-933281f103e9,SR 337,MEMORIAL-SHEILA J. BUSSONE,['resolution'],[],104th,Illinois,upper
ocd-bill/a1bb651d-0067-4314-8ad7-439ba2928b33,SR 341,"MEMORIAL-GLENNON H. PAUL, M.D.",['resolution'],[],104th,Illinois,upper
ocd-bill/073eae72-0ce1-4886-a471-bb3ab17acea9,SR 339,MEMORIAL-FRANCIS DALEY,['resolution'],[],104th,Illinois,upper
ocd-bill/ec0cb460-0dcc-45ed-8e6e-6583d7c3e3df,SR 340,MEMORIAL-NANCY M. HAHN,['resolution'],[],104th,Illinois,upper
ocd-bill/0504c3e7-980b-4615-8051-e14f715d18ef,SB 2664,FOID-CLEAR AND PRESENT DANGER,['bill'],[],104th,Illinois,upper
ocd-bill/2f2970fd-fe58-4ea6-a59a-5d74b07f8209,HR 378,CONGRATS-BILL RILEY,['resolution'],[],104th,Illinois,lower
ocd-bill/e38b5f0d-a0fe-43a1-8c0d-959ebc2cd3b0,HB 3067,SMALL FARMERS RESTORATION PRGM,['bill'],[],104th,Illinois,lower
ocd-bill/f03cae16-2ad4-497b-869a-b9bf16d4923d,HB 1820,PEN CD-POLICE & FIRE-SURVIVORS,['bill'],[],104th,Illinois,lower
ocd-bill/778a3168-e5e6-48c4-be44-b41c831ecc79,SB 25,SWIMMING FACILITY COLD SPA,['bill'],[],104th,Illinois,upper
ocd-bill/9ef33f01-c277-407c-a04f-0b947ef545de,HB 3812,DFPR LICENSE RENEWAL WAIVE FEE,['bill'],[],104th,Illinois,lower
ocd-bill/b1c77219-fb0a-4aa8-b7f5-6a2b1b14e181,HR 193,REG DIETITIAN NUTRITIONIST DAY,['resolution'],[],104th,Illinois,lower
ocd-bill/f8abced5-ef55-4441-a48e-302e30937ff4,HB 4120,UTILITIES-VARIOUS,['bill'],[],104th,Illinois,lower
ocd-bill/999a6a55-9d80-41d4-a976-888700602a86,HR 468,PBC AWARENESS MONTH,['resolution'],[],104th,Illinois,lower
ocd-bill/514c73d4-8c70-404e-a807-6ebd7596bf35,HR 194,NUTRITION MONTH,['resolution'],[],104th,Illinois,lower
ocd-bill/888b58bb-672e-4853-8b8b-8b0105a805e9,HR 136,RECOGNIZES-JOHN W. STENSON,['resolution'],[],104th,Illinois,lower
ocd-bill/23961561-7a73-4617-af60-47312db2e927,HB 1859,COM COL-COURSE INSTRUCTOR-AI,['bill'],[],104th,Illinois,lower
ocd-bill/5ab1d24c-b819-44ae-b42d-01e83d9581e6,SB 1758,ELEC CD-SPECIAL PROJECTS FUND,['bill'],[],104th,Illinois,upper
ocd-bill/109dab67-670c-408d-b3c5-16c8c5c8e10d,HB 1597,FACILITY-TRANSFER & DISCHARGE,['bill'],[],104th,Illinois,lower
ocd-bill/d8247fc4-6daa-4143-a070-e9fa57464fb1,HB 3316,CD CORR-DEPT OMBUDSPERSON,['bill'],[],104th,Illinois,lower
ocd-bill/7ebbe114-cd70-4593-8d0b-d91a0fbc8d51,HR 593,CONGRATS-KMOX RADIO,['resolution'],[],104th,Illinois,lower
ocd-bill/36e6083f-b396-4910-9448-4cd351edc67a,HR 594,UNPLUG ILLINOIS DAY,['resolution'],[],104th,Illinois,lower
ocd-bill/e393f0ac-cde9-4b61-a35d-ce49f1c37544,AM 1040217,APPOINT-DAVID I. GOLDENBERG,['appointment'],[],104th,Illinois,upper
ocd-bill/2bc32896-f7ac-49f6-9814-f2ef5d08957e,HR 362,CONGRATS-MICKEY WHITESELL,['resolution'],[],104th,Illinois,lower
ocd-bill/c4a21255-d07e-4e41-b7cd-f663cb42ce25,HB 4060,SR CITIZEN INCOME ELIGIBILITY,['bill'],[],104th,Illinois,lower
ocd-bill/254710bf-4b16-453c-b822-38ccd7b6eca2,HR 366,COMMENDS-THE SELFHELP HOME,['resolution'],[],104th,Illinois,lower
ocd-bill/5d804775-a555-4830-8080-e0088e70e672,HB 3865,$CHICAGO WASHINGTON HIGH SCH,['bill'],[],104th,Illinois,lower
ocd-bill/cac11ff7-0972-465d-be14-9dd05a700679,HB 1433,HIGHR ED-ELECTION JUDGE CREDIT,['bill'],[],104th,Illinois,lower
ocd-bill/d9538f3c-9754-4ece-a44f-1412be42a179,HB 2788,DHS-DSP WAGE INCREASES,['bill'],[],104th,Illinois,lower
ocd-bill/32a4bbcd-6484-40ed-a239-564678776a1d,AM 1040137,APPOINT-JEFFREY M. GRUBBS,['appointment'],[],104th,Illinois,upper
ocd-bill/8ac2adf8-c0b2-49d7-80c7-851bfd2ce8bc,AM 1040104,APPOINT-JERRY F. COSTELLO II,['appointment'],[],104th,Illinois,upper
ocd-bill/49e81e54-588b-4bd0-976d-1db3b02ecfbd,AM 1040112,APPOINT-MARIO TRETO JR.,['appointment'],[],104th,Illinois,upper
ocd-bill/23fc66e8-5f5a-49b2-a5d3-65a273794f67,SB 1619,PUBLIC DEFENDER-COOK COUNTY,['bill'],[],104th,Illinois,upper
ocd-bill/791f089c-c76e-463d-8350-017eae1958f1,AM 1040128,APPOINT-TODD STROLE,['appointment'],[],104th,Illinois,upper
ocd-bill/52ee5322-225a-4ce0-8833-0c99785daa10,AM 1040108,APPOINT-LATOYA JA'NAE HUGHES,['appointment'],[],104th,Illinois,upper
ocd-bill/43d7fb0a-50bf-43e6-8e4f-c3148d6ee630,SR 183,MEMORIAL-PATRICIA STREMSTERFER,['resolution'],[],104th,Illinois,upper
ocd-bill/53936f73-05a3-4c90-8ead-66d824f1699e,AM 1040126,APPOINT-HAROLD MAYS,['appointment'],[],104th,Illinois,upper
ocd-bill/9bc6b73f-346e-4617-99e6-cb7d28d91fd9,SB 2438,SCH CD-RADON TESTING,['bill'],[],104th,Illinois,upper
ocd-bill/637cd317-e8f7-4568-ac7d-9fc132af32ca,SB 2641,$ISAC,['bill'],[],104th,Illinois,upper
ocd-bill/57e19366-0854-4e79-a747-42d2b9345131,SB 1544,DNR-DEER MGMT PLAN,['bill'],[],104th,Illinois,upper
ocd-bill/ee3c6692-ae70-43e6-8e4b-e27d8fa2cea9,HB 3257,HGWY-TOURIST ORIENTED SIGNS,['bill'],[],104th,Illinois,lower
ocd-bill/7fb5c723-2d5b-4e9e-8921-cb812e34b491,AM 1040052,APPOINT-SARAH BUCKLEY,['appointment'],[],104th,Illinois,upper
ocd-bill/5290040c-6f89-47b2-a7d8-ec8ccdec8e05,AM 1040047,APPOINT-RICHARD COSTES,['appointment'],[],104th,Illinois,upper
ocd-bill/1e49233a-d699-4a78-861c-4dfbd3332215,AM 1040062,APPOINT-NAOMI ANDREA JOHNSON,['appointment'],[],104th,Illinois,upper
ocd-bill/83eebeda-bd2d-4dee-86f1-3a0703ddf826,HB 1640,EPA-UNDERGROUND STORAGE TANKS,['bill'],[],104th,Illinois,lower
ocd-bill/caef9ccd-4e88-4297-99f2-09684cc92d67,HB 1555,ENVTL BARRIER-ENFORCEMENT DATA,['bill'],[],104th,Illinois,lower
ocd-bill/845e63ae-1779-41b9-be45-3fff4e8db760,HB 3326,METRA-NALOXONE REQUIREMENT,['bill'],[],104th,Illinois,lower
ocd-bill/67c707d6-6cef-4987-8ae7-0b9d35312861,HR 121,MEMORIAL-MARY COLLEEN KILBRIDE,['resolution'],[],104th,Illinois,lower
ocd-bill/c7ca63db-aff9-4492-a73f-32e595028e5a,HB 3226,TAXPAYER PROTECTION ACT,['bill'],[],104th,Illinois,lower
ocd-bill/12b9b968-f360-435f-8be7-5a6b3a86aafa,SB 1348,SHERIFF-PROCESS SERVICE FEES,['bill'],[],104th,Illinois,upper
ocd-bill/33d57a09-b3ff-439f-95d6-0d24dfb84f32,HB 3650,UTIL-2050 HEAT DECARBONIZATION,['bill'],[],104th,Illinois,lower
ocd-bill/c25fcb5d-404f-430c-b293-52174487618c,HB 1438,$CORRECTIONS OMBUDSPERSON,['bill'],[],104th,Illinois,lower
ocd-bill/99b1df10-700d-433c-ac97-f1b06d82260a,SB 2020,LINE-OF-DUTY DISABILITY,['bill'],[],104th,Illinois,upper
ocd-bill/6d4dbbe4-e2b5-4209-a31b-54f8500ea10b,SB 2351,ONLINE AUCTION AND ESTATE SALE,['bill'],[],104th,Illinois,upper
ocd-bill/1d8be112-d04f-4152-9396-11f35ac68b66,HB 4065,340B GRANTEE CONTRACT ACCESS,['bill'],[],104th,Illinois,lower
ocd-bill/0520bd4b-8ea0-45ab-95bd-e964fea8f3b7,HB 4175,EPA-BAN PLASTIC GLITTER,['bill'],[],104th,Illinois,lower
ocd-bill/44812d7a-4408-4694-8d66-f97bfa63ee38,HB 1502,OHARE DRIVER SAFE-DEFINITIONS,['bill'],[],104th,Illinois,lower
ocd-bill/84d2cbac-d47f-405e-92d4-4a37e14c37da,SR 329,MEMORIAL-CANDICE LAW,['resolution'],[],104th,Illinois,upper
ocd-bill/29fea18c-5971-4d5b-8cf4-ef2643601147,HB 1861,SCH CD-SPEC ED-RESIDENT DIST,['bill'],[],104th,Illinois,lower
ocd-bill/9c0abd6b-18f1-4da9-9468-a9dde563d591,SB 2154,COSMETOLOGY-HYDRODERMABRASION,['bill'],[],104th,Illinois,upper
ocd-bill/c315443c-38a1-4cfb-bed8-958e06ac07b9,HB 3528,SCH CD-STUDENT TEACHERS-SALARY,['bill'],[],104th,Illinois,lower
ocd-bill/ad77458c-9619-4bc2-8d33-26eedc910c6d,HB 3094,TRANSPORTATION BENEFIT PROGRAM,['bill'],[],104th,Illinois,lower
ocd-bill/c414c728-e2ea-44b7-be4a-ba828ba4f46e,SR 323,MEMORIAL-RYLEE D. BRITTON,['resolution'],[],104th,Illinois,upper
ocd-bill/984349f9-f403-41d2-bfe8-ef20bef2cf1e,SR 343,AAPI HERITAGE MONTH,['resolution'],[],104th,Illinois,upper
ocd-bill/9418770b-7443-4d2b-ae81-815f6ab57620,HB 2359,VEH CD-EMS CHIEF PLATES,['bill'],[],104th,Illinois,lower
ocd-bill/be0a722a-b19a-4541-9b14-ba1308c9fcd5,SR 330,MEMORIAL-AMY R. GUDGEL,['resolution'],[],104th,Illinois,upper
ocd-bill/7dff386a-ce9f-4dc6-a803-b8d34ecda408,SR 333,CONGRATS-RALPH SCHULTZ,['resolution'],[],104th,Illinois,upper
ocd-bill/98b20a42-8042-4d51-9c9c-91e1a916fc38,HR 333,CONGRATS-OZZIE GUILLEN,['resolution'],[],104th,Illinois,lower
ocd-bill/88b33ab7-3d08-40d9-956b-38c5fa7ca534,SR 312,CONGRATS-U.S. NAVY,['resolution'],[],104th,Illinois,upper
ocd-bill/9f72d8ca-0c5a-4d3c-9764-37cf98f1ec36,HR 371,CONGRATS-TMA,['resolution'],[],104th,Illinois,lower
ocd-bill/afbfb00b-c965-421d-9613-6fc9230e0baa,HB 3444,CHILD CARE ACT REQUIREMENTS,['bill'],[],104th,Illinois,lower
ocd-bill/dd11e399-0ea5-477a-b32a-95891d220e77,SR 338,MEMORIAL-PAUL A. ZUCKER,['resolution'],[],104th,Illinois,upper
ocd-bill/a736244b-92f7-4728-bb56-262e2a113647,HB 1575,RESTRICT COVENANT MODIFY FEE,['bill'],[],104th,Illinois,lower
