id,vote_event_id,option,value
58f65392-b9c8-49d0-a380-9ea4a7fb0386,ocd-vote/418b9e8b-5c3a-45cc-a11b-dd32c441ffb3,no,0
f0cb256a-d2c8-4915-8d42-e2cb61839afc,ocd-vote/418b9e8b-5c3a-45cc-a11b-dd32c441ffb3,yes,12
555ff898-3733-4097-9832-d34187ad72a5,ocd-vote/f165db9e-ff61-4761-a23b-74febfeb970c,absent,0
cb01c79f-9c5a-43a9-9832-8ce2975d4250,ocd-vote/f165db9e-ff61-4761-a23b-74febfeb970c,excused,0
b54edcdf-1974-4fe0-b38a-e26759b343b0,ocd-vote/f165db9e-ff61-4761-a23b-74febfeb970c,other,0
92b49ee7-23e9-46c4-b8e3-098004319669,ocd-vote/f165db9e-ff61-4761-a23b-74febfeb970c,no,0
aa42967b-92ed-4de6-b146-11880b369ce3,ocd-vote/f165db9e-ff61-4761-a23b-74febfeb970c,yes,10
d45ea1d6-3a5c-49b7-b425-9c76770eb3f8,ocd-vote/a471b041-e520-4ab9-88da-7edd0832fef5,not voting,0
65c0b2ca-a3d7-4cee-a8cd-efe410e151d7,ocd-vote/79eb982e-4706-4380-88ae-b4c5163483ad,not voting,0
3a16d2ec-4ac8-424d-8de2-5f9c0642cbb8,ocd-vote/79eb982e-4706-4380-88ae-b4c5163483ad,absent,0
63b5880a-90b9-4715-900d-53def52d93e2,ocd-vote/79eb982e-4706-4380-88ae-b4c5163483ad,excused,0
9994f5dd-07ed-49a6-b2d2-092526f54fe3,ocd-vote/79eb982e-4706-4380-88ae-b4c5163483ad,other,0
7afbcad2-50de-4fb2-bf86-f426477b3c7a,ocd-vote/79eb982e-4706-4380-88ae-b4c5163483ad,no,4
76aa4224-88d7-4c9c-bbcd-f9eab7dd9cfd,ocd-vote/79eb982e-4706-4380-88ae-b4c5163483ad,yes,8
36e3a2c3-185d-455b-9acf-d93d14ebd516,ocd-vote/843706b4-5e3a-4e34-bd7a-ccaba2b9eddc,not voting,1
03fa037b-06a1-4b31-a7af-b71e0478c69b,ocd-vote/843706b4-5e3a-4e34-bd7a-ccaba2b9eddc,absent,0
b5aad55d-a989-4b26-af9b-855a3795d80a,ocd-vote/843706b4-5e3a-4e34-bd7a-ccaba2b9eddc,excused,0
92ef9189-f325-483f-94e6-b7963580cef7,ocd-vote/843706b4-5e3a-4e34-bd7a-ccaba2b9eddc,other,0
1591f2df-4d9d-41ae-b587-7e47435af822,ocd-vote/843706b4-5e3a-4e34-bd7a-ccaba2b9eddc,no,0
a0e9d74d-1f98-4db8-8c0c-c22699aad5e6,ocd-vote/843706b4-5e3a-4e34-bd7a-ccaba2b9eddc,yes,10
77b15852-3f41-42ba-9a6d-2d44af80050b,ocd-vote/a471b041-e520-4ab9-88da-7edd0832fef5,absent,0
6fd6e592-3e64-4b5a-a869-0c61a8d786d5,ocd-vote/a471b041-e520-4ab9-88da-7edd0832fef5,excused,0
2a34bb1c-2f79-4fdb-a16d-8e7428d9e9c7,ocd-vote/a471b041-e520-4ab9-88da-7edd0832fef5,other,0
78d34926-c43c-40cf-b121-55266e1998d9,ocd-vote/a471b041-e520-4ab9-88da-7edd0832fef5,no,0
d53d6af4-ac5b-4e28-a80b-f5d3f720080a,ocd-vote/a471b041-e520-4ab9-88da-7edd0832fef5,yes,6
3ba4949a-e688-4feb-99ed-fdc896202483,ocd-vote/10a75620-074c-4de1-bcf6-d41363df3743,not voting,0
1e8170e3-de59-4481-9114-d3b79a0eeab1,ocd-vote/d9d16801-7eb0-4624-a907-90c68302cbae,not voting,1
b5871600-4e6e-47a7-86ee-1e4e4d63d8ef,ocd-vote/d9d16801-7eb0-4624-a907-90c68302cbae,absent,0
b667ecf9-48a3-47e5-925d-453ae8036335,ocd-vote/d9d16801-7eb0-4624-a907-90c68302cbae,excused,0
e38be26d-c16a-4ca8-80b8-cfbbc8508b63,ocd-vote/d9d16801-7eb0-4624-a907-90c68302cbae,other,0
2bd4240f-d72d-4950-8882-7c7d264d438f,ocd-vote/d9d16801-7eb0-4624-a907-90c68302cbae,no,0
76527ad3-485a-4332-9f8e-0f00e552e5e0,ocd-vote/d9d16801-7eb0-4624-a907-90c68302cbae,yes,14
33e56a1f-ae48-4109-81d9-8acb35996039,ocd-vote/10a75620-074c-4de1-bcf6-d41363df3743,absent,0
ee0d0bdd-1b3b-4c8b-9f3f-8be0d9c06d4b,ocd-vote/10a75620-074c-4de1-bcf6-d41363df3743,excused,0
e75bcb31-d5ab-403d-9d8d-5019ca6747be,ocd-vote/10a75620-074c-4de1-bcf6-d41363df3743,other,0
1fd82706-0035-4250-96a9-1e1457967acb,ocd-vote/10a75620-074c-4de1-bcf6-d41363df3743,no,0
3b200180-ed91-49fa-9f1c-02afcfb3b00e,ocd-vote/10a75620-074c-4de1-bcf6-d41363df3743,yes,6
5144ee28-6d86-44b6-a373-26560a9c0e83,ocd-vote/346d6918-3c17-4acd-bc32-7afda9ced82d,not voting,2
da2f88bb-27c7-4ee2-9b71-0a79128fdc5f,ocd-vote/fae7c5ea-9c6f-4031-b356-2e4cc9bfd557,not voting,0
5918838a-b446-4a62-a861-c7535f41dcd6,ocd-vote/fae7c5ea-9c6f-4031-b356-2e4cc9bfd557,absent,0
c2c95c16-470f-495d-ae44-946201177c9a,ocd-vote/fae7c5ea-9c6f-4031-b356-2e4cc9bfd557,excused,0
38a2f5d6-79e9-4ae2-96da-f2aa7633bacc,ocd-vote/fae7c5ea-9c6f-4031-b356-2e4cc9bfd557,other,0
136d4e65-95c5-4db0-a96e-1fa979a7ef90,ocd-vote/fae7c5ea-9c6f-4031-b356-2e4cc9bfd557,no,0
1384380c-1c3e-46e2-bc6c-22bd4a2af5c4,ocd-vote/fae7c5ea-9c6f-4031-b356-2e4cc9bfd557,yes,12
f17aa28f-653f-4ce4-a4b8-e97b931908dc,ocd-vote/4702e34a-5cb1-434d-8bbb-0a09f7a2ecb9,not voting,2
3fab554d-9680-405f-b51b-b52be5bf4440,ocd-vote/4702e34a-5cb1-434d-8bbb-0a09f7a2ecb9,absent,0
008cc031-f19e-4421-a585-caa8a8c828bb,ocd-vote/4702e34a-5cb1-434d-8bbb-0a09f7a2ecb9,excused,0
b833ffc4-9aeb-4073-b80a-12589de2bc5b,ocd-vote/4702e34a-5cb1-434d-8bbb-0a09f7a2ecb9,other,0
cbfb70de-f95c-4e56-8315-37d9216b4efc,ocd-vote/4702e34a-5cb1-434d-8bbb-0a09f7a2ecb9,no,0
e9b3527e-9aa2-427c-a9f2-5cbd3fef8b08,ocd-vote/4702e34a-5cb1-434d-8bbb-0a09f7a2ecb9,yes,10
4a3f50f9-e721-465a-8cfe-4f39c06196dc,ocd-vote/346d6918-3c17-4acd-bc32-7afda9ced82d,absent,0
602045c4-f7c4-4724-aa82-c14ddee5b41d,ocd-vote/346d6918-3c17-4acd-bc32-7afda9ced82d,excused,0
05bdf09f-7674-44a5-ab4e-60bb89ec372c,ocd-vote/346d6918-3c17-4acd-bc32-7afda9ced82d,other,0
c0f61276-6c88-424d-82f3-7e1c1804f0bb,ocd-vote/346d6918-3c17-4acd-bc32-7afda9ced82d,no,0
7b7ab8ee-7d13-4f3b-9335-1c3b8dfbc6f3,ocd-vote/346d6918-3c17-4acd-bc32-7afda9ced82d,yes,11
d0395440-c014-4214-96d5-f8c4433f9f51,ocd-vote/81617299-9b2d-4b7b-aeb1-7fc9b8bc4a0a,not voting,0
76bfd95f-2a66-4c3f-8668-8c5b19d3fa7e,ocd-vote/a8ce7388-4438-4791-897d-675eb0b93ca2,not voting,0
1de2256b-53c9-482a-8266-bbd3ca2d118a,ocd-vote/a8ce7388-4438-4791-897d-675eb0b93ca2,absent,0
87905693-b79c-4a5a-9902-e20928f146fc,ocd-vote/a8ce7388-4438-4791-897d-675eb0b93ca2,excused,0
d5906cd6-a28c-472d-a6d9-3546aaf348ee,ocd-vote/a8ce7388-4438-4791-897d-675eb0b93ca2,other,0
d771a447-df35-406c-923a-1260cf29aecc,ocd-vote/a8ce7388-4438-4791-897d-675eb0b93ca2,no,0
c3b8f53b-d49d-466d-b0a8-4fdb988b4cd0,ocd-vote/a8ce7388-4438-4791-897d-675eb0b93ca2,yes,6
ae4c5cae-03d7-4b31-b720-a159d7a67633,ocd-vote/49f64492-42ec-4abc-8307-cc218d438324,not voting,0
aa2c7d74-c55f-4321-9f41-3799c70d12c3,ocd-vote/49f64492-42ec-4abc-8307-cc218d438324,absent,0
77526145-e7d6-4bc0-b5ea-d52991671f0a,ocd-vote/49f64492-42ec-4abc-8307-cc218d438324,excused,0
484e14ce-cc8e-4dd1-a273-59ff3f2ba51d,ocd-vote/49f64492-42ec-4abc-8307-cc218d438324,other,0
ce161e58-6b43-44de-a995-ed2fece2ee3a,ocd-vote/49f64492-42ec-4abc-8307-cc218d438324,no,0
5b85e45b-f0a6-46bf-89a7-1869e2cab88b,ocd-vote/49f64492-42ec-4abc-8307-cc218d438324,yes,12
934cacde-cf5c-4844-a55a-2d3c93886e3a,ocd-vote/581caa6f-e7aa-46b2-8612-c66c62e20169,not voting,0
71d084e6-d192-4123-aea1-bd64756b5b4a,ocd-vote/581caa6f-e7aa-46b2-8612-c66c62e20169,absent,0
3f2a202e-addd-4ac7-8ae0-fb41bd677f2b,ocd-vote/581caa6f-e7aa-46b2-8612-c66c62e20169,excused,0
b61a5d19-ad35-4837-8ae3-dd7aba59da70,ocd-vote/581caa6f-e7aa-46b2-8612-c66c62e20169,other,0
dd0e2d87-b1df-494a-b91f-fb59c621854e,ocd-vote/581caa6f-e7aa-46b2-8612-c66c62e20169,no,0
84ae407e-8418-418c-8af9-45e885a7453a,ocd-vote/581caa6f-e7aa-46b2-8612-c66c62e20169,yes,12
9cae8a0e-bf8d-42e1-b736-3026a9a9ce3c,ocd-vote/81617299-9b2d-4b7b-aeb1-7fc9b8bc4a0a,absent,0
57daa21b-5124-4e2a-936a-5e2f7fc5a0ea,ocd-vote/81617299-9b2d-4b7b-aeb1-7fc9b8bc4a0a,excused,0
c5fa3496-f54b-4614-b860-72b60656e9c1,ocd-vote/81617299-9b2d-4b7b-aeb1-7fc9b8bc4a0a,other,0
c05395e8-6457-4816-a138-5eb088f11f19,ocd-vote/81617299-9b2d-4b7b-aeb1-7fc9b8bc4a0a,no,0
c41a954f-44fd-44a4-b462-a3af948bd38a,ocd-vote/81617299-9b2d-4b7b-aeb1-7fc9b8bc4a0a,yes,12
af6239e1-2be6-4890-87d4-e1fdef252b4d,ocd-vote/f3a0e560-b510-49c8-9055-888876f695fd,not voting,2
db976640-12d4-4213-8eed-10a934215190,ocd-vote/9dc3edd7-56fd-4208-9fbc-b052aae58295,not voting,1
770ce388-161f-44d8-935b-2cf9eb3f5376,ocd-vote/9dc3edd7-56fd-4208-9fbc-b052aae58295,absent,0
910d4f47-eb48-4676-8da4-994c86d51132,ocd-vote/9dc3edd7-56fd-4208-9fbc-b052aae58295,excused,0
ef144df8-dec1-4c99-8ed9-2c63387102fd,ocd-vote/9dc3edd7-56fd-4208-9fbc-b052aae58295,other,0
5886c1e0-188f-4559-b92c-11cb009fc174,ocd-vote/9dc3edd7-56fd-4208-9fbc-b052aae58295,no,0
a6c3ea61-4370-406f-9ea1-ee33682701a0,ocd-vote/9dc3edd7-56fd-4208-9fbc-b052aae58295,yes,12
84bb6c8b-fc0e-436b-8647-488a9f7dd0b5,ocd-vote/c21a4213-e664-4195-8b56-dda3db7d16a1,not voting,1
321e5042-6482-4bac-b245-c78ec5570e98,ocd-vote/c21a4213-e664-4195-8b56-dda3db7d16a1,absent,0
57db7863-612a-45d1-b773-a8db8858638f,ocd-vote/c21a4213-e664-4195-8b56-dda3db7d16a1,excused,0
c178d1a4-0aa2-4114-84dd-0f961e199965,ocd-vote/c21a4213-e664-4195-8b56-dda3db7d16a1,other,0
f140ca20-0962-4795-8882-532aa7ed4dde,ocd-vote/c21a4213-e664-4195-8b56-dda3db7d16a1,no,0
3c393458-238e-4cc1-921a-64f4eb9288d0,ocd-vote/c21a4213-e664-4195-8b56-dda3db7d16a1,yes,14
66c09f8b-8aae-494f-9453-4dbfeffb8395,ocd-vote/f3a0e560-b510-49c8-9055-888876f695fd,absent,0
55bf8574-c758-422b-b2e8-e8648cacc1bc,ocd-vote/f3a0e560-b510-49c8-9055-888876f695fd,excused,0
9e72d3c4-2810-46b3-8372-74327524c714,ocd-vote/f3a0e560-b510-49c8-9055-888876f695fd,other,0
adb54b14-8d96-4242-b294-a620682183c6,ocd-vote/f3a0e560-b510-49c8-9055-888876f695fd,no,0
c696f006-fb6f-40cc-b933-e9f3d83fe257,ocd-vote/f3a0e560-b510-49c8-9055-888876f695fd,yes,11
59d4bf67-1be9-42ee-9032-dc0f1a918bf1,ocd-vote/578caef9-2f14-4eaf-ae67-b9ba2a9d2c5f,not voting,0
b2867171-c6f1-4651-b413-d2ea6b07b882,ocd-vote/3a14e659-eb74-4fa0-8f95-aee055df659e,not voting,0
a4489bf4-c3f8-42fc-a36b-5d2317d4f911,ocd-vote/3a14e659-eb74-4fa0-8f95-aee055df659e,absent,0
d6fa2710-7a30-4a00-adbc-8ed3f7ba1f42,ocd-vote/3a14e659-eb74-4fa0-8f95-aee055df659e,excused,0
64ed573d-c6ae-4ebc-aeb3-23842310d5e0,ocd-vote/3a14e659-eb74-4fa0-8f95-aee055df659e,other,0
0b0c929e-29c4-4c64-9642-f85a29dedb5b,ocd-vote/3a14e659-eb74-4fa0-8f95-aee055df659e,no,0
a2dbe0da-4f28-4ff2-af2e-df212f7f436f,ocd-vote/3a14e659-eb74-4fa0-8f95-aee055df659e,yes,12
b4f83ea2-0753-4ca6-8d73-bccd4b43fea0,ocd-vote/6a9d8461-c6db-40fc-b0c7-ddff2c20400e,not voting,2
88909eba-6027-43d0-ad7f-85be74340e71,ocd-vote/6a9d8461-c6db-40fc-b0c7-ddff2c20400e,absent,0
df76886d-4efc-4eab-bb71-09d1bbad1b6e,ocd-vote/6a9d8461-c6db-40fc-b0c7-ddff2c20400e,excused,0
39698d12-7368-435c-9802-79fa01c72f6e,ocd-vote/6a9d8461-c6db-40fc-b0c7-ddff2c20400e,other,0
e3330972-ac88-42d0-951d-c4d9138ca93b,ocd-vote/6a9d8461-c6db-40fc-b0c7-ddff2c20400e,no,0
eca0b451-b9c1-4b0d-9df1-f9f6a8f531d7,ocd-vote/6a9d8461-c6db-40fc-b0c7-ddff2c20400e,yes,11
bbaf9348-8dcb-4fef-9d5e-68a3c6b9cae3,ocd-vote/578caef9-2f14-4eaf-ae67-b9ba2a9d2c5f,absent,0
b256bfbb-9fe2-49c3-9c71-5cb2ed9afff6,ocd-vote/578caef9-2f14-4eaf-ae67-b9ba2a9d2c5f,excused,0
dcf06781-bf5b-43c5-ba5f-8eedb790e85b,ocd-vote/578caef9-2f14-4eaf-ae67-b9ba2a9d2c5f,other,0
223614c9-c322-4532-8b5f-8496762fc434,ocd-vote/578caef9-2f14-4eaf-ae67-b9ba2a9d2c5f,no,0
38459434-941c-40fc-ab87-20af6864dda3,ocd-vote/578caef9-2f14-4eaf-ae67-b9ba2a9d2c5f,yes,12
64a6386a-7f83-47e1-90cf-3beacd5b6251,ocd-vote/bd1201e1-4cff-4d02-8603-5e8d9a54e4a3,not voting,0
485b9c35-b9be-4e6c-9345-a3827d6f758e,ocd-vote/719d873b-6a58-4a32-8298-c9a30b83046c,not voting,0
5b47d683-e6f1-407f-99db-aadf027d30da,ocd-vote/719d873b-6a58-4a32-8298-c9a30b83046c,absent,0
75cd0861-43d3-4181-9599-dbd2e60f14c7,ocd-vote/719d873b-6a58-4a32-8298-c9a30b83046c,excused,0
db031df5-50ea-4ea9-8e57-5cf1839ae138,ocd-vote/719d873b-6a58-4a32-8298-c9a30b83046c,other,0
d65af4ab-e0a7-4e23-b230-c92637d9e2e4,ocd-vote/719d873b-6a58-4a32-8298-c9a30b83046c,no,0
a64c53c6-d8f6-4f29-9ead-ebe74a08658a,ocd-vote/719d873b-6a58-4a32-8298-c9a30b83046c,yes,13
eaa4e164-a9c1-4a85-909c-2084816d67e1,ocd-vote/8ab71612-59ef-4b68-98f3-3900343beea3,not voting,2
a9305eb8-e083-4917-9d8a-b5a451acd8a4,ocd-vote/8ab71612-59ef-4b68-98f3-3900343beea3,absent,0
14ab3075-220d-4548-b851-5816ad5768d3,ocd-vote/8ab71612-59ef-4b68-98f3-3900343beea3,excused,0
7bcdddbb-c11f-4800-bac4-4eec314cdfc6,ocd-vote/8ab71612-59ef-4b68-98f3-3900343beea3,other,0
185339b6-f563-4d3f-a2bb-43660bb3ccec,ocd-vote/8ab71612-59ef-4b68-98f3-3900343beea3,no,0
ab555d76-c9dc-414d-9223-bb6e0a80a884,ocd-vote/8ab71612-59ef-4b68-98f3-3900343beea3,yes,11
1510b7a2-f8e7-42fd-9da3-73259751995e,ocd-vote/a029b5e0-c8e4-41fd-9f38-6def41bfde6f,not voting,2
271cf027-5613-4568-8277-95b61f28a827,ocd-vote/a029b5e0-c8e4-41fd-9f38-6def41bfde6f,absent,0
a07003b2-ff2a-449b-adb0-9c1639f5588b,ocd-vote/a029b5e0-c8e4-41fd-9f38-6def41bfde6f,excused,0
46830d29-b8b3-48e3-a1d6-c63900d08284,ocd-vote/a029b5e0-c8e4-41fd-9f38-6def41bfde6f,other,0
1105038b-32c1-40aa-a937-f141735b6494,ocd-vote/a029b5e0-c8e4-41fd-9f38-6def41bfde6f,no,0
3ab58f1c-da8c-4354-9bcf-cb410b280fa6,ocd-vote/a029b5e0-c8e4-41fd-9f38-6def41bfde6f,yes,11
65d749e7-35f1-430e-8047-a9c205e36dc4,ocd-vote/bd1201e1-4cff-4d02-8603-5e8d9a54e4a3,absent,0
bf9aab14-ecda-4a91-b307-07fa96524c59,ocd-vote/bd1201e1-4cff-4d02-8603-5e8d9a54e4a3,excused,0
f619bdfb-7424-47c7-9339-b3357ea2162f,ocd-vote/bd1201e1-4cff-4d02-8603-5e8d9a54e4a3,other,0
67170c19-f049-41fa-bb41-84b950f23cbf,ocd-vote/bd1201e1-4cff-4d02-8603-5e8d9a54e4a3,no,0
ab283712-3aeb-4547-98cc-11659cf90a1b,ocd-vote/bd1201e1-4cff-4d02-8603-5e8d9a54e4a3,yes,13
41176c91-2218-4225-8a32-504fd3b83326,ocd-vote/106ea889-7caf-4abf-8a02-f804478ee5e7,not voting,1
13d229f3-8169-4376-9a47-7b8474de16e1,ocd-vote/12aa3086-33f1-4c01-8b77-96e27f82b711,not voting,2
8e643829-8135-479e-9071-077a65f5ed40,ocd-vote/12aa3086-33f1-4c01-8b77-96e27f82b711,absent,0
e060c1ea-278f-4482-b03f-bafbb4133057,ocd-vote/12aa3086-33f1-4c01-8b77-96e27f82b711,excused,0
b70c9055-617b-4078-a88f-a933bd94d06c,ocd-vote/12aa3086-33f1-4c01-8b77-96e27f82b711,other,0
66c6dd6e-8e23-411f-856f-26428c8479db,ocd-vote/12aa3086-33f1-4c01-8b77-96e27f82b711,no,0
bdc54e8e-55fd-4be8-8c72-bf039c328576,ocd-vote/12aa3086-33f1-4c01-8b77-96e27f82b711,yes,13
3e5921e9-0c37-41f6-80b1-1881b0f0ecd6,ocd-vote/b2f8b796-04bf-4762-af85-c0370c4ab71b,not voting,0
0d46708e-8d25-4dbd-b6d7-f9e0f2827be5,ocd-vote/b2f8b796-04bf-4762-af85-c0370c4ab71b,absent,0
7e2d6da1-1c00-4a63-ab5a-a8a125091b7d,ocd-vote/b2f8b796-04bf-4762-af85-c0370c4ab71b,excused,0
243b7fd4-85d8-4969-98a7-44568b9775c0,ocd-vote/b2f8b796-04bf-4762-af85-c0370c4ab71b,other,0
747ef5fd-8550-439d-914c-56533a1c5619,ocd-vote/b2f8b796-04bf-4762-af85-c0370c4ab71b,no,0
0ea88f7d-badf-416b-b167-c3fb2833746f,ocd-vote/b2f8b796-04bf-4762-af85-c0370c4ab71b,yes,12
3ba7f370-c415-448c-9218-7479d3fb56e2,ocd-vote/106ea889-7caf-4abf-8a02-f804478ee5e7,absent,0
f814b336-75c2-4393-9cc7-cfdbddf41147,ocd-vote/106ea889-7caf-4abf-8a02-f804478ee5e7,excused,0
840da273-c4d6-4313-a4c9-02d1914168eb,ocd-vote/106ea889-7caf-4abf-8a02-f804478ee5e7,other,0
dba38885-185a-451b-b235-2d8ddd983212,ocd-vote/106ea889-7caf-4abf-8a02-f804478ee5e7,no,0
6f51dab0-1785-4669-8b03-aefca11650bd,ocd-vote/106ea889-7caf-4abf-8a02-f804478ee5e7,yes,8
78374aef-3e32-439d-a76d-257ff64dab9e,ocd-vote/82ac80f7-b806-4ac1-9b9c-7f0d5716a1f4,not voting,1
00c20999-e8d2-49b1-8a29-4b4fde17a6bd,ocd-vote/fd58cf5f-a4c7-45d8-91a4-6076a3d14141,not voting,1
58eee178-44a1-41ea-99ec-936c296eb0fa,ocd-vote/fd58cf5f-a4c7-45d8-91a4-6076a3d14141,absent,0
56ea6892-9010-4819-8e9e-eebfc79577fe,ocd-vote/fd58cf5f-a4c7-45d8-91a4-6076a3d14141,excused,0
f531a136-aca4-4028-ac7e-7ec4d2452357,ocd-vote/fd58cf5f-a4c7-45d8-91a4-6076a3d14141,other,0
61a6f82b-3aa3-4d60-adec-20b075e362d9,ocd-vote/fd58cf5f-a4c7-45d8-91a4-6076a3d14141,no,0
4bb69c1e-7600-4da5-bc31-70cd50df9678,ocd-vote/fd58cf5f-a4c7-45d8-91a4-6076a3d14141,yes,16
b0f8b85c-e48c-400e-a2f8-37580859b924,ocd-vote/82ac80f7-b806-4ac1-9b9c-7f0d5716a1f4,absent,0
a4421b7b-be3e-4ac2-98d0-a0f0d833bc1b,ocd-vote/82ac80f7-b806-4ac1-9b9c-7f0d5716a1f4,excused,0
2306439b-4068-4775-8b5d-03b791f5146e,ocd-vote/82ac80f7-b806-4ac1-9b9c-7f0d5716a1f4,other,0
83986a00-b96b-401e-aac1-cdde389dba37,ocd-vote/82ac80f7-b806-4ac1-9b9c-7f0d5716a1f4,no,0
8bad57a9-964a-4578-aa8a-d099cc008c8b,ocd-vote/82ac80f7-b806-4ac1-9b9c-7f0d5716a1f4,yes,5
9e13e7be-45e2-4e9f-a385-339e6b6dcbfd,ocd-vote/077194f2-1986-4262-a2e8-0868ef42deb9,not voting,1
b521f93c-02f7-46aa-bca7-ff3a00775e51,ocd-vote/9c0f4908-e2c2-4f6b-b381-3dd143756f15,not voting,0
846c13b1-791a-4ad6-b5dd-239cf37c9cbd,ocd-vote/9c0f4908-e2c2-4f6b-b381-3dd143756f15,absent,0
76146533-6c7d-4c2b-bd2d-82630c25d75d,ocd-vote/9c0f4908-e2c2-4f6b-b381-3dd143756f15,excused,0
9a8e2dde-ae7d-4802-be4f-b087ba886ed2,ocd-vote/9c0f4908-e2c2-4f6b-b381-3dd143756f15,other,0
174b40a6-5e7f-4dce-9d3f-5936a8e7a59a,ocd-vote/9c0f4908-e2c2-4f6b-b381-3dd143756f15,no,4
cf07654f-46fd-4ec3-ab47-42a9827ad3a6,ocd-vote/9c0f4908-e2c2-4f6b-b381-3dd143756f15,yes,8
f2fdf857-889a-4513-9154-0596e6dc3ad1,ocd-vote/3c3e93f1-c082-4ec2-81f1-bce7208316fd,not voting,2
87f95ff4-f8f2-45a3-9466-a8f0c0b4044f,ocd-vote/3c3e93f1-c082-4ec2-81f1-bce7208316fd,absent,0
b0c9d53e-b6c6-445c-91dc-abe9f6a1c6a0,ocd-vote/3c3e93f1-c082-4ec2-81f1-bce7208316fd,excused,0
94995542-0c2f-4613-bc15-7f9054c59cfa,ocd-vote/3c3e93f1-c082-4ec2-81f1-bce7208316fd,other,0
77c84159-c468-4e5c-8450-ea56f2860952,ocd-vote/3c3e93f1-c082-4ec2-81f1-bce7208316fd,no,0
3b38f51a-9536-4942-9336-9009c9563dc3,ocd-vote/3c3e93f1-c082-4ec2-81f1-bce7208316fd,yes,11
d57c0f23-1cd0-4ca7-9073-9275b2d81c74,ocd-vote/077194f2-1986-4262-a2e8-0868ef42deb9,absent,0
ae63cefe-e210-448d-b874-56816e882904,ocd-vote/077194f2-1986-4262-a2e8-0868ef42deb9,excused,0
93c7f50a-2010-4843-9452-b6cb11ca3557,ocd-vote/077194f2-1986-4262-a2e8-0868ef42deb9,other,0
cf2ac671-1120-4694-9559-955b71a54e04,ocd-vote/077194f2-1986-4262-a2e8-0868ef42deb9,no,0
ca2bf75c-bbdc-40de-a032-a3ebf41b35d7,ocd-vote/077194f2-1986-4262-a2e8-0868ef42deb9,yes,8
f8d90706-7a4a-42aa-9e8f-c1501dfd9132,ocd-vote/615d4a66-68ba-41a9-a639-59fda11ec559,not voting,2
e3e464f5-f644-4a28-8e51-cf6778387fb9,ocd-vote/02c70b77-9b4f-441d-ab04-cc852998b30c,not voting,2
19b75e96-5ef8-405e-adec-f565afb46a6b,ocd-vote/02c70b77-9b4f-441d-ab04-cc852998b30c,absent,0
91ab0499-3985-4c65-a095-3f930d57904b,ocd-vote/02c70b77-9b4f-441d-ab04-cc852998b30c,excused,0
7c51f5c9-4f41-49e2-978a-0783ccadd247,ocd-vote/02c70b77-9b4f-441d-ab04-cc852998b30c,other,0
14ee560a-face-4156-9d25-6c9c5ec30dfc,ocd-vote/02c70b77-9b4f-441d-ab04-cc852998b30c,no,0
da9433cc-3700-4c73-a1d1-1101fa1ef6b7,ocd-vote/02c70b77-9b4f-441d-ab04-cc852998b30c,yes,11
cb0cf88e-935f-4647-9045-a8d90fd1709b,ocd-vote/a919988a-ce1e-4cab-8e3d-13640f2946cd,not voting,0
7be78de2-fdb5-42ec-9c9f-82079db31982,ocd-vote/a919988a-ce1e-4cab-8e3d-13640f2946cd,absent,0
cb9fac8c-823f-4aba-88fd-85624841a609,ocd-vote/a919988a-ce1e-4cab-8e3d-13640f2946cd,excused,0
effc1374-dd2b-4452-8864-6056b5fdaaac,ocd-vote/a919988a-ce1e-4cab-8e3d-13640f2946cd,other,0
5a3fb80b-0536-4b02-a0ab-31cb15fd79f5,ocd-vote/a919988a-ce1e-4cab-8e3d-13640f2946cd,no,0
3a01ae75-bb26-4a65-84a6-e0f55c510a40,ocd-vote/a919988a-ce1e-4cab-8e3d-13640f2946cd,yes,12
f2a44925-e834-439e-8d48-af5c4478f3bf,ocd-vote/615d4a66-68ba-41a9-a639-59fda11ec559,absent,0
5cf9a930-4bfd-4dd9-9244-4676dcada538,ocd-vote/615d4a66-68ba-41a9-a639-59fda11ec559,excused,0
3a190cdd-fa2d-4b25-a2f0-4ea648a3bedd,ocd-vote/615d4a66-68ba-41a9-a639-59fda11ec559,other,0
5e924254-9be9-49d0-b4a7-33bef6557266,ocd-vote/615d4a66-68ba-41a9-a639-59fda11ec559,no,0
ed7b4024-6de4-4786-9c66-037d06b076f0,ocd-vote/615d4a66-68ba-41a9-a639-59fda11ec559,yes,11
73fe2fe9-7d21-45c4-9c21-de49d3213e30,ocd-vote/0a5e2dd1-a47f-4447-b286-2ff1c5009024,not voting,1
85ef0316-7f59-457c-85c5-c1c1d06556b1,ocd-vote/97b5ca55-db61-4850-a03c-36a00e95409d,not voting,2
c3b1a060-fd11-4da6-ad45-0a2a92104678,ocd-vote/97b5ca55-db61-4850-a03c-36a00e95409d,absent,0
0b02f117-ef54-4d83-8f4a-d2b000f74dbf,ocd-vote/97b5ca55-db61-4850-a03c-36a00e95409d,excused,0
ba483b2b-665f-4c42-a611-323601129f33,ocd-vote/97b5ca55-db61-4850-a03c-36a00e95409d,other,0
0c3c3f88-a30c-4fd1-95cf-320d3257720a,ocd-vote/97b5ca55-db61-4850-a03c-36a00e95409d,no,0
ac924fe6-ff84-4b97-af8a-db4a07ef8016,ocd-vote/97b5ca55-db61-4850-a03c-36a00e95409d,yes,11
