id,bill_id,note,date,classification,extras
483b306a-5ee8-469c-9b50-47289cff80aa,ocd-bill/94dc293d-9176-4cbb-bac2-9a6950dd47f2,Introduced,,,{}
0efee587-fc23-4e2c-8547-ec0dabae5cf0,ocd-bill/94dc293d-9176-4cbb-bac2-9a6950dd47f2,Engrossed,,,{}
9cff4018-2cdd-4160-9bba-3e0d0e09d168,ocd-bill/94dc293d-9176-4cbb-bac2-9a6950dd47f2,House Amendment 001,,,{}
dbaaace5-ec97-4ee5-9113-e129b416a973,ocd-bill/fd3d9333-6fe4-48ad-946f-07cea0fbc30d,Introduced,,,{}
c251d652-b61d-437a-8186-a8d2cc7dcfeb,ocd-bill/1656349c-428f-450f-92f0-b5d2fc9615a9,Introduced,,,{}
69689f30-9a45-4f0e-875e-e87e53c381ce,ocd-bill/7cc6f608-9d42-47dd-8239-7680a9cb61c6,Introduced,,,{}
0c435616-a6b6-476a-8afe-f816a221904c,ocd-bill/53541f55-586f-4364-a219-fcc1688e3d82,Introduced,,,{}
de2bb686-df15-47d8-bdc4-1ea2ea9e6e75,ocd-bill/7ae93dc5-5f53-4907-bfcd-e372f6ce0e8b,Introduced,,,{}
eb186b03-afb0-496b-828b-604cdbc031eb,ocd-bill/06db73e0-3958-40e5-b66c-54460558c7f6,Introduced,,,{}
2a2c7ef0-5120-4a06-a4e3-0e5f78730f8b,ocd-bill/33c791c2-5d2c-4c8e-b30e-0e792895bb2d,Introduced,,,{}
eec4200b-9c67-495d-a269-0012a7aa9579,ocd-bill/7f955d22-76e7-4b22-8450-d9d4f2cec67e,Introduced,,,{}
847d53f1-fdb0-4a8f-a711-f74684f25de2,ocd-bill/75ee266d-8a27-4bcd-a52c-3e7e10f73ec1,Introduced,,,{}
a662ca57-12df-42c6-b202-10e9f27426c0,ocd-bill/75ee266d-8a27-4bcd-a52c-3e7e10f73ec1,Engrossed,,,{}
f3e8cc43-2347-46f8-96cf-90f8cb732ff4,ocd-bill/75ee266d-8a27-4bcd-a52c-3e7e10f73ec1,House Amendment 001,,,{}
d1e1fd5b-fd39-4561-a29e-4335d1900355,ocd-bill/75ee266d-8a27-4bcd-a52c-3e7e10f73ec1,House Amendment 002,,,{}
ef5f31fa-3b86-4139-a6e8-5042ab1ba065,ocd-bill/1d873f5d-5b7f-4e94-a18a-5f56841d7230,Introduced,,,{}
453c6e82-c50c-4f52-a818-5716206400e6,ocd-bill/aa18e733-ed53-4a57-8436-8dc55711046f,Introduced,,,{}
df0494d0-ba59-436d-b28a-6eed7a19c633,ocd-bill/aa18e733-ed53-4a57-8436-8dc55711046f,House Amendment 001,,,{}
e7f2f974-d76e-472a-b4e1-da736ae51958,ocd-bill/fb08d17a-aab0-42fa-8bdd-d27ba0d640a8,Introduced,,,{}
a58285c9-892b-425e-b89f-ee1f33df59b3,ocd-bill/4804e52f-46be-498e-b137-4ccd0bbf69fb,Introduced,,,{}
26aa9aa0-e93c-4a3e-984f-c01efa8d7acc,ocd-bill/e93078a7-4533-4c1a-b6cd-ed874b5e94a5,Introduced,,,{}
55e16616-d9e6-4c8a-be4b-07819f2a5de2,ocd-bill/957bb13e-f5b0-47d8-a7f9-62991c6ac76f,Introduced,,,{}
519971da-2a86-482a-9b07-93ec9ba79975,ocd-bill/d9715e58-d18c-477d-a63b-25d9147aa58c,Introduced,,,{}
8464ba96-fa8c-42a5-8b4d-6c005f04a56f,ocd-bill/c3d54708-6d00-47d4-bc2d-0e658ab16732,Introduced,,,{}
d71d80ef-e4b3-48d7-9055-240a45296d7d,ocd-bill/397a1f6e-8714-40b2-a44c-79334ac5766a,Introduced,,,{}
f0b88fd1-86d8-4581-976a-6f68f12034c7,ocd-bill/ad31951e-f9dc-4355-a9ea-38f817a7e496,Introduced,,,{}
41686abb-cdfd-483c-8cd1-edb5b6fb4482,ocd-bill/922123eb-7cd6-4d87-91a1-fa7f13e1134e,Introduced,,,{}
b8e382a3-0ad9-4704-bc05-84b445978043,ocd-bill/0a944c4a-bf6c-4d6d-89ca-200090fe6ebd,Introduced,,,{}
107af3e5-fab2-4778-9947-3e69bd1f30c3,ocd-bill/e01941d2-04cc-4cd2-8cdf-3ed33c791282,Introduced,,,{}
139c13af-adcd-4faf-9c98-7c799e047512,ocd-bill/c4108a0d-5f70-4849-88a7-02daed1c05ee,Introduced,,,{}
37221e31-18f2-4ed5-a8c7-518d88d3232f,ocd-bill/83edca0f-4d05-46fa-89aa-28e31bfd18d1,Introduced,,,{}
0de0767e-57a5-4b15-863c-8f92c0e3c7e5,ocd-bill/b5169ebb-882e-4da2-a89e-0c230498ea16,Introduced,,,{}
20fcd71f-2dd5-4712-ba03-7fe8778ef316,ocd-bill/549f285d-d0c5-4514-b669-af416a2ec35d,Introduced,,,{}
08dbd5ec-4e7c-4434-9823-d723ac12eb2c,ocd-bill/c63085e0-97b8-4532-9456-f0cbdd74ebde,Introduced,,,{}
3e4c5b2f-b17b-4936-956a-683a5e59462f,ocd-bill/c6cc7fd7-2664-47ab-94c4-95fa2e154aa0,Introduced,,,{}
a16ce4be-9b61-473f-a2cb-4dc06c3587c9,ocd-bill/c6cc7fd7-2664-47ab-94c4-95fa2e154aa0,House Amendment 001,,,{}
